Parent,Child,Conversion,Child Description,Child UOM
13690086,13690086PK,4,LOBIND CONICL TUBES 15ML 50/PK,PK
13690087,13690087PK,8,LOBIND CONICL TUBES 500ML 25PK,PK
13700402,13700402EA,24,1000ML SQUARE STORAGE BTL EA,EA
13700435,13700435PK,10,CELLBIND 48 WELL PLATE 5/PK,PK
13700446,13700446EA,4,MEDIA BTL SIDE GRIP 500ML 1EA,EA
13700447,13700447EA,4,MEDIA BTL SIDE GRIP 1L,EA
13700500,13700500PK,10,CRYOVIAL 2.0ML COLOR CAP 50/PK,PK
13700554,13700554EA,4,3L ERL ACC MLL 1/EA,EA
13700560PK,13700560PK,1,PLT 384WL SPHRD BLK CLR RND BT,PK
13709104,13709104EA,15,CRYO FRZR STRGE BOX-PINK 1/EA,EA
13709108,13709108EA,15,CRYO FRZR STRGE BOX-BLU 1/EA,EA
13709110,13709110EA,15,CRYO FRZR STRGE BOX-RED 1/EA,EA
1371122,1371122PK,25,STD TRANS PIPET STR 7ML 20/PK,PK
1371150,1371150PK,8,STRIL GRADUTD 3ML 500/PK,PK
1371186,1371186PK,12,CONTAINER PP 40ML 50PK,PK
1371277,1371277EA,50,TBG-NP-PVC 1/8X1/4X1/16 1FT,EA
1371279,1371279EA,50,TBG-NP-PVC 3/16X5/16X1/16 1FT,EA
1371281,1371281EA,50,TBG-NP-PVC 1/4X3/8X1/16 1FT,EA
1371285,1371285EA,50,TBG-NP-PVC 5/16X7/16X1/16 1FT,EA
1371289,1371289EA,50,TBG-NP-PVC 3/8X1/2X1/16 1FT,EA
1371292,1371292EA,50,TBG-NP-PVC 3/8X5/8X1/8 1FT,EA
1371302,1371302EA,50,TBG-NP-VAC 1/4X5/8X3/16 1FT,EA
13756684,13756684EA,6,FLASK VOL CLR HVY DUTY 5ML,EA
13757117,13757117PK,12,CAP BLACK PHENOLIC 12/PK,PK
13757118,13757118PK,12,CAP BLACK PHENOLIC 12/PK,PK
13757120,13757120PK,12,CAP BLACK PHENOLIC 12/PK,PK
13757176,13757176PK,12,WATER LC-MS HPLC B AND J 12PK,PK
13811142,13811142EA,10,ART 300 BAR TIP S LR RK 96/PK,EA
13811171,13811171EA,8,ART 1250 RCH BAR TIP S LR RK,EA
13811191,13811191PK,10,SEDI-PET STANDARD 500PK,PK
13864407,13864407PK,2,TUBES 5ML SCREWCAP STER 100/PK,PK
13989218,13989218EA,12,BOX DIVIDR 81CELL 1/2INGRD,EA
14081A,14081AEA,5,81 PL PP FREEZER BX NAT EACH,EA
14100A,14100AEA,5,100 PL PP FREEZER BX NAT 1/EA,EA
14100F,14100FEA,5,100 PL PP FREEZER BX BLK 1/EA,EA
14100G,14100GEA,4,100 PL PP FREEZER BX ASS,EA
14126AA,14126AAEA,100,STOPPER RUBBER 3/8 LONG,EA
14126BB,14126BBEA,100,STOPPER RUBBER 7/16 LNG,EA
14126DD,14126DDEA,100,STOPPER RUBBER 1/2 LONG,EA
14130B,14130BEA,77,RUBBER STOPPER NO0,EA
14130C,14130CEA,57,RUBBER STOPPER NO1 APPX,EA
14130D,14130DEA,52,RUBBER STOPPER NO2 APPX,EA
14130E,14130EEA,39,RUBBER STOPPER NO3 1EA,EA
14130F,14130FEA,33,RUBBER STOPPER NO4 APPX,EA
14130G,14130GEA,28,RUBBER STOPPER NO5,EA
14130H,14130HEA,26,RUBBER STOPPER NO5 1/2 APX,EA
14130J,14130JEA,20,RUBBER STOPPER NO6,EA
14130K,14130KEA,18,RUBBER STOPPER NO6 1/2 1EA,EA
14130L,14130LEA,15,RUBBER STOPPER NO7 APPX,EA
14130M,14130MEA,12,RUBBER STOPPER NO8,EA
14130N,14130NEA,10,RUBBER STOPPER NO9 APPX,EA
14130P,14130PEA,8,RUBBER STOPPER NO10 APPX,EA
14130Q,14130QEA,7,RUBBER STOPPER NO10 1/2,EA
14130R,14130REA,6,RUBBER STOPPER NO11 APPX,EA
14130T,14130TEA,5,RUBBER STOPPER NO12 APPX,EA
14135B,14135BEA,80,RUB STPR 1 HOLE NO0 APPX,EA
14135D,14135DEA,54,RUB STPR 1 HOLE NO2 APPX,EA
14135E,14135EEA,41,RUB STPR 1 HOLE NO3 APPX,EA
14135F,14135FEA,35,RUB STPR 1 HOLE NO4 APPX,EA
14135G,14135GEA,29,RUB STPR 1 HOLE NO5 APPX,EA
14135H,14135HEA,27,RUB STPR 1 HLE NO5 1/2APX,EA
14135J,14135JEA,21,RUB STPR 1 HOLE NO6 APPX,EA
14135K,14135KEA,19,RUB STPR 1 HLE NO6 1/2APX 1/EA,EA
14135L,14135LEA,15,RUB STPR 1 HOLE NO7 APPX,EA
14135M,14135MEA,12,RUB STPR 1 HOLE NO8 APPX,EA
14135N,14135NEA,10,RUB STPR 1 HOLE NO9 1EA,EA
14135P,14135PEA,8,RUB STPR 1 HOLE NO10,EA
14135R,14135REA,5,RUB STPR 1 HOLE NO12 APPX,EA
14140F,14140FEA,37,RUB STPR 2 HOLE NO4 APPX,EA
14140G,14140GEA,30,RUB STPR 2 HOLE NO5 APPX,EA
14140H,14140HEA,22,RUB STPR 2 HOLE NO6 APPX,EA
14140J,14140JE,16,RUB STPR 2 HOLE NO7 APPX,EA
14140K,14140KEA,13,RUB STPR 2 HOLE NO8 APPX,EA
14140L,14140LEA,11,RUB STPR 2 HOLE NO9 APPX,EA
14140M,14140MEA,8,RUB STPR 2 HOLE NO10 APPX,EA
14141P,14141PEA,6,NEOPREN STPPR SOLID NO11,EA
141502J,141502JEA,50,TUBNG RUBBR 1/4X3/16IN 1FT RL,EA
14173C,14173CEA,12,RUB TUB RD 1/4ID APPX 1FT ROLL,EA
141741G,141741GEA,50,TUBING KIT 3/8X1/16 1FT/EA,EA
1417565,1417565EA,24,9X9 CYOBOX 6 ASSORTED CL 1EA,EA
14175C,14175CEA,12,RUB TUB BLK 1/4ID APPX 1FT/PK,EA
14175D,14175DEA,12,RUB TUB BLK 5/16ID APPX 1FT/PK,EA
14175E,14175EEA,12,RUB TUB BLK 3/8ID APPX 1FT,EA
14175F,14175FEA,12,RUB TUB BLK 1/2ID APPX 1FT/PK,EA
141782AA,141782AAEA,50,LATEX TUBING 1/8X3/32 1FT/EA,EA
141782CC,141782CCEA,50,LATEX TUB 1/4X3/32 1FT RL,EA
141785C,141785CEA,12,RUB TUBING 3/16X3/32 1FT RL,EA
141785D,141785DEA,12,RUB TUBING 1/4X3/32 1FT,EA
141785E,141785EEA,12,RUB TUBING 5/16X3/32 1FT RL,EA
141785F,141785FEA,12,RUB TUBING 3/8X1/8 1FT RL,EA
14182D,14182DEA,12,VAC TUB 3/4ID APP 1FT RL,EA
141985A,141985AEA,10,CLAMP 1/4X5/8,EA
141985B,141985BE,10,CLAMP 5/16X7/8,EA
1420630,1420630EA,2,VERSI-DRY SOAKER 20X300 1RL,EA
1420638,1420638PK,7,SUPER VERSI-DRY 18X20 50/PK,PK
1420639,1420639EA,4,SUPER VERSI-DRY 20X100,EA
1420659,1420659PK,2,VERSIDRY HOOD MAT 18X20 50/PK,PK
1420662,1420662EA,50,FSHRBRND UNDERPAD 20X24 1/EA,EA
14222144,14222144PK,5,MICROTBE 0.6ML CLR STER 100PK,PK
14222169,14222169PK,5,MICROTBE 1.7ML CLR STER 50PK,PK
14222273,14222273PK,10,TBE PCR .2ML DOMECAP CLR 1/PK,PK
14222396,14222396EA,25,RACK 96 WELL PCR SPECTRM,EA
14222420,14222420EA,25,RESRVR SW 384 LP IND STER 1/EA,EA
14222430,14222430PK,10,RESERVOIR 25ML 10PK,PK
14222431,14222431PK,40,RESERVOIR 25 ML STERILE 5/PK,PK
14222432,14222432EA,100,RESRVR 25ML IND WRP STER 1/EA,EA
14222438,14222438PK,2,TIP 10UL CLEAR REFILL 480/PK,PK
14222484,14222484PK,40,CAP SCRW ORING CLR STER 100/PK,PK
14222625,14222625PK,8,TBESCRW 2ML ORING SS CLR 500PK,PK
14222681,14222681PK,40,TBESCRW NOCAP 2ML CLR ST100/PK,PK
14222692,14222692PK,10,TIP 1000UL BLE RCK STER 100/PK,PK
14222730,14222730PK,10,TIP 200UL WDE BR CLR RK 96/PK,PK
14222743,14222743PK,10,TIP .5-10UL P2/P10 CLR RCKD ST,PK
14222751,14222751PK,50,TIP 300UL FNEPNT CLR RK 96/PK,PK
14222769,14222769PK,10,TIP FIL 100UL LR RCK STR 96/PK,PK
14222772,14222772PK,36,TIP FIL 1200UL RCK STER 96/PK,PK
14222777,14222777PK,10,TIP FIL 200UL LR RCK STR 96/PK,PK
14222781,14222781PK,10,TIP FIL 20UL LR RCK STER 96PK,PK
14222784,14222784PK,10,TIP FILTR .5-10UL LR PK 96/PK,PK
14222867,14222867PK,50,TIP .5-10UL XLONG LR RK 96/PK,PK
14222871,14222871PK,10,TIP FIL .5-10UL XLNG LR RK ST,PK
14222872,14222872PK,10,TIP FIL .5-10UL XLNG RK 96/PK,PK
14222962,14222962PK,10,TBE SCRW CP 15ML STR RKD 50/PK,PK
14222963,14222963PK,20,TBESCW CAP 50ML CON BTM 25/PK,PK
14223400,14223400PK,5,AXYGEN HALFSKIRT PCR MICROPLAT,PK
14223556,14223556PK,5,384WL CLR TIP 3 840/PK,PK
14223707,14223707PK,24,TIP 300UL HAMILTON BLK 96/PK,PK
14230237,14230237EA,25,PCR PLT 96 SKIRTED NT 1EA,EA
14230244,14230244PK,5,PCR PLT 96 SEMI SKIRT NT 5PK,PK
142371,142371EA,12,SCOOP AUTOCLAVE PP 22CC 1/EA,EA
142372,142372EA,72,SCOOP AUTOCLAV PP 75CC 1/EA,EA
142373,142373EA,36,SCOOP AUTOCLAV PP 200CC 1/EA,EA
142375,142375EA,6,SCOOP AUTOCLAV PP 1100CC,EA
142376,142376EA,48,SCOOP AUTOCLAV PP 100CC 1/EA,EA
1424110A,1424110AEA,100,2OZ PS SCOOP STR 1EA,EA
1424110B,1424110BEA,100,4OZ PS SCOOP STR 1/EA,EA
1424110C,1424110CEA,100,8OZ PS SCOOP STR 1/EA,EA
14245145,14245145PK,5,PLATES FLAT BTM STY DSP 10/PK,PK
14245153,14245153PK,5,IMMULON IV FLAT PLATES 10/PK,PK
1424561,1424561PK,5,IMMULON II FLAT PLATE 10/PK,PK
1424571,1424571PK,5,DISP U PLATES RIGID STY 10/PK,PK
1424572,1424572PK,5,DISP V PLATES RIGID STY 10/PK,PK
1424579,1424579PK,5,IMMULON II U PLATES 10/PK,PK
1424595,1424595EA,100,SPATULA TAP BLD SPOON 01/EA,EA
1424596,1424596EA,100,SPATULA SM SPOON 001/EA,EA
1424597,1424597EA,100,SPATULA RD END SPOON 1/EA,EA
1424598,1424598EA,100,SPATULA V-SCOOP SPOON 1/EA,EA
1424599,1424599EA,100,SPATULA FLAT END SPOON 1/EA,EA
14282300,14282300PK,2,EPPENDORF TUBE 5.0ML 100PK,PK
14282302,14282302PK,10,EPPEN TUBE 5.0ML STER 20/PK,PK
14282305,14282305PK,4,DNA LOBIND TUBE 5.0M 50/PK,PK
1435820,1435820EA,100,9IN ST PS VSHAPD SPATLA 1EA,EA
1437510,1437510EA,6,SPOONULA SS,EA
14375150,14375150PK,20,CENT TB FREESTNDNG 50ML 25/PK,PK
14375263,14375263EA,6,BROKEN GLASS FLOOR MODEL 1/EA,EA
14375265,14375265EA,100,4X4X7 BENCH TOP KEEP BOX 1/EAC,EA
14375266,14375266EA,50,BENCH-TOP KEEPER 1/EA,EA
14375268,14375268EA,50,BIOHAZ PIPET KEEPER BOX 1/EACH,EA
14377012,14377012PK,5,CUVETTES PS DSP 3.0ML 100PK,PK
14379000,14379000EA,12,100ML PP GRADUATED CYL 1/EA,EA
14379132,14379132EA,6,GRAD CYLINDER 1000ML PP 1/EA,EA
14379136,14379136EA,6,GRAD CYLINDER 250ML PP 1/EA,EA
14379138,14379138EA,6,GRAD CYLINDER 500ML PP 1/EA,EA
1437936,1437936PR,6,GLV LINR ULTRAFIT MD PAIR,PR
1437945,1437945PR,6,GLOVE LINER ULTRAFIT LG PAIR,PR
14387031,14387031PK,4,96-CH AUTOMATIN RESERVOIR 5PK,PK
14387032,14387032EA,20,96-CH AUTOMATIN RESERVOIR 1/EA,EA
14387034,14387034EA,20,96-CH AUTOMATIN RESERVOIR 1/EA,EA
14387035,14387035PK,2,384-CH AUTOMATIN RESRVOIR 10PK,PK
14387036,14387036EA,20,384-CH AUTOMATIN RESERVOIR 1EA,EA
14387067,14387067PK,10,MATRIX RESERVOIR 100ML 10PK,PK
14387068,14387068EA,50,MATRIX RESERVOIR 100ML IW 1/EA,EA
14387069,14387069PK,10,MATRIX RESERVOIR 25ML 10/PK,PK
14387070,14387070EA,50,MATRIX RESERVOIR 25ML IW EA,EA
14387071,14387071PK,10,MATRX RESERVOIR 25ML DIV 10PK,PK
14387072,14387072EA,50,MTRX RESERVOR 25ML DIV IW 1EA,EA
14387220,14387220PK,50,96 EDGE FB W/LID CLR TRTD 1PK,PK
14387983,14387983EA,8,CLIPTIP 1250 FILTER 96EA,EA
14387993,14387993EA,10,CLIPTIP384 125FILTER 384/EA,EA
1441253,1441253EA,4,BLEACH-RITE SPRAY 1GAL BTL 1EA,EA
1441256,1441256EA,100,HYPEWIPE REG STRNGTH 1EA,EA
1441265,1441265EA,12,BLCH-RITE 16OZ DSNFCT SPR 1/EA,EA
1441540,1441540EA,24,SEPTIHOL HAND SANITIZER9OZ 1EA,EA
1443222,1443222PK,20,TUBE SCREW CAP GRAD 25/PK,PK
14488004,14488004EA,10,CLIPTIP 300 RK STER EA96,EA
14488008,14488008EA,10,CLIPTIP 200 RLD STER 96/EA,EA
1451393,1451393EA,100,STIR BAR DISP 12X4MM,EA
14559486,14559486EA,10,BIOHITTIP 1200 UL 96/EA,EA
14559486,14559486PK,10,BIOHITTIP 1200UL 96/PK,PK
14559495,14559495PK,10,BIOHIT TIP 100-5000UL 50PK,PK
14559496,14559496PK,10,BIOHIT TIP 100-5000UL S 50PK,PK
14559512,14559512PK,10,BIOHITFLTRTIPSTR50-1200UL 96PK,PK
14610120,14610120EA,12,PTFE TAPE 1/2IN/X600IN,EA
14610121,14610121EA,12,PTFE TAPE 1IN/X600IN,EA
146355D,146355DEA,1,STPCOCK GREAS HIGH VAC5.3OZ1EA,EA
146441C,146441CEA,6,STOPPER LINEAR HDPE SZ13,EA
14650125,14650125EA,6,FISHER DUSTER 1234ZE 10OZ 1EA,EA
14650389,14650389EA,6,ACETIC ACID GLACIAL 500ML 1EA,EA
14665230,14665230PK,50,L CELL SPREADER STRL 10PK,PK
14665231,14665231EA,100,L CELL SPREADER STRL EA/1,EA
14809166A,14809166AEA,4,RACK MCT RND FLT 1.5ML 1EA,EA
14826116,14826116EA,5,SHARPS COLLECTOR 17 GAL 1/EA,EA
14826127,14826127EA,12,SHARPS COLLECTOR 6.9QT 1/EA,EA
14826128,14826128EA,12,SHARPS COLLECTORS 8.2QT,EA
14826132,14826132EA,8,SHRPS COLL 9 GL RED HG TP 1EA,EA
1482718,1482718EA,12,SHARPS CONTNR TRANS 1GAL 1EA,EA
1482736,1482736EA,4,SHARPSTAINER X-LRG 23.5QT EA,EA
1482788,1482788EA,60,CONTR PHLEBOTMX RD 2.2QT,EA
14828335,14828335PK,4,BG HMPR RED 1.2ML 25X34 50PK,PK
14830116,14830116EA,40,CONTAINER NDLE/SYR COLL 1/EA,EA
14830120,14830120EA,20,CONTAINR RED CLR LID 2GAL 1 EA,EA
14830124,14830124EA,20,CONTAINER NDLE/SYR COLL,EA
14830136,14830136EA,20,CONTAINER CHEMO DISPOSAL,EA
14830151,14830151EA,20,SHARPS COLLECTOR 5 QT 1/EA,EA
1483211,1483211EA,75,MULTIDISH 6 WELL W/LID 1/EA,EA
14853164B,14853164BEA,10,3YDRNSTRPS PH1-11 1 VIAL/EACH,EA
14860,14860EA,24,TEST PPR POT IOD STARCH 1/EA,EA
14862,14862EA,24,TEST PPR ACETATE 1/PK,EA
14955111A,14955111APK,4,BEAKER TRI-CORNER 50ML 25/PK,PK
14955111B,14955111BPK,4,BEAKER TRI-CORNER 100ML 25/PK,PK
14955111B,14955111BEA,100,BEAKER TRI-CORNER 1000ML 1EA,EA
14955111C,14955111CPK,4,BEAKER TRI-CORNER 250ML 25PK,PK
14955111C,14955111CEA,100,BEAKER TRI-CORNER 250ML,EA
14955111D,14955111DPK,4,BEAKER TRI-CORNER 400ML 25/PK,PK
14955111D,14955111DEA,100,BEAKER TRI-CORNER 400ML 1/EA,EA
14955111E,14955111EPK,4,BEAKER TRI-CORNER 800ML 25/PK,PK
14955111F,14955111FPK,4,BEAKER TRI-CORNR 1000ML 25/PK,PK
14955111F,14955111FEA,100,BEAKER TRI-CORNR 1000ML 1/EA,EA
14955112,14955112PK,4,CONTAINR 6.5OZ W/O LIDS 125/PK,PK
14955116A,14955116AEA,100,CNTNR MLTPRP 8OZ TL RD TR 1EA,EA
14955117A,14955117AEA,100,CONTNR MULTIPRP 16OZ TR 1/EA,EA
14955118A,14955118AEA,100,32OZ TRANS CONT. W/LID 1/EA,EA
14955119A,14955119AEA,50,CONTNR MULTIPRP 64OZ TR EA,EA
14955120A,14955120AEA,25,CONTNR MULTIPRP 86OZ TR 1/EA,EA
14955121A,14955121AEA,10,CONTNR MULTIPRP 172OZ TR 1/EA,EA
14955125,14955125PK,5,CUVETTE POLYSTYRN 4.5ML 100/PK,PK
14955126,14955126PK,5,CVETTE METHACRYLATE 4.5ML100PK,PK
14955127,14955127PK,5,CUVETTE SEMI-MICRO 1.5ML 100PK,PK
14955128,14955128PK,5,CUVETTES DSP SEMI 1.5ML 100/PK,PK
14955135,14955135PK,4,FB 2ML ASPIRATING PIPET 50/PK,PK
14955233,14955233PK,4,5 ML SEROLOGICAL PIPET  50/PK,PK
14955234,14955234PK,4,10 ML SEROLOGICAL PIPET 50/PK,PK
14955235,14955235PK,4,25 ML SEROLOGICAL PIPET 50/PK,PK
14955236,14955236PK,4,50 ML SEROLOGICAL PIPET 25PK,PK
14955237,14955237PK,10,15 ML CENTRIFUGE TBE RCK 50/PK,PK
14955238,14955238PK,10,15 ML CENTRIFUGE TUBE SLV 50PK,PK
14955239,14955239PK,20,50 ML CENTIFUGE TUBE RCK 25/PK,PK
14955240,14955240PK,20,0 ML CENTRIFUG TUB SLV 25PK,PK
14955254,14955254EA,10,PLASTIC JOINT CLAMP SZ19,EA
14955255,14955255EA,10,PLASTIC JOINT CLAMP SZ24,EA
1495714A,1495714APK,4,CULT TUBE WH 13X100MM 250PK,PK
1495776F,1495776FPK,4,TUBE 16X100 RB SC CAP 250/PK,PK
1495782A,1495782APK,10,CAP SCREW RUB LNR 13-415 100PK,PK
1495796K,1495796KPK,2,TUBE CULT DISP 20X150MM 250/PK,PK
14958D,14958DPK,4,CULT TUBE 13X100MM DISP 250/PK,PK
14958F,14958FPK,4,CULT TUBE 16X100MM DISP 250PK,PK
14958G,14958GPK,4,CULT TUBE 16X125MM DISP 250PK,PK
14958H,14958HPK,4,CULT TUBE 16X150MM DISP 250/PK,PK
14958J,14958JPK,2,CULT TUBE 18X150MM DISP 250/PK,PK
1495911A,1495911APK,20,TUBE CULTURE 75X12 25/PK,PK
1495911B,1495911BPK,20,TUBE CULT 100X17 PRINT 25/PK,PK
1495912A,1495912APK,8,14MLTBE PP\17X100\STR 125PK,PK
1495912B,1495912BPK,8,5ML TBE PP\12X75\ST\NOCAP125PK,PK
1495914,1495914PK,20,CULTURE TUBE 16X125MM 25PK,PK
149591A,149591APK,20,5MLTBE PS\12X75\STR\SNAP 25PK,PK
149591B,149591BPK,20,TUBE CULTURE 100X17MM 25/PK,PK
149592A,149592APK,8,TEST TUBE W/CAP 12X75 125/PK,PK
1495935A,1495935APK,4,TUBE CULT DISP 16X125MM 250/PK,PK
1495935AA,1495935AAPK,4,TUBE CULT DSP 16X100MM  250/PK,PK
1495935C,1495935CPK,2,TUBE CULT DSP 13X100MM 500/PK,PK
1495937A,1495937APK,2,TUBE CULT DSP 20X125MM 250/PK,PK
1495937C,1495937CPK,2,TUBE CULT DSP 20X150MM 250/PK,PK
1495938C,1495938CPK,8,8MLTBE PS\13X100\ST\SCRW 125PK,PK
1495949A,1495949APK,20,TUBE CONIC 50ML W/RACK 25/PK,PK
1495949B,1495949BPK,10,TUBE PP CONICAL 15ML 50/PK,PK
1495949D,1495949DPK,10,TUBE CONIC 15ML W/RACK 50/PK,PK
1495953A,1495953APK,10,TUBE CONICAL CPP 15ML 50/PK,PK
149596,149596PK,8,5ML TBE PS\12X75\STR 125EA/PK,PK
1495970C,1495970CPK,10,CENTRIFUGE TUBE PP 15ML 50/PK,PK
149598,149598PK,8,14MLTBE PS\17X100\STR 125/PK,PK
1496113,1496113PK,5,TEST TBE 12X75 PS BULK 1000/PK,PK
1496125,1496125PK,4,TUBE CULT DSP 10X75MM 250/PK,PK
1496126,1496126PK,4,TUBE CULT DSP 12X75MM 250/PK,PK
1496127,1496127PK,4,TUBE CULT DSP 13X100MM 250/PK,PK
1496128,1496128PK,4,TUBE CULT DSP 15X85MM 250PK,PK
1496129,1496129PK,4,TUBE CULT DSP 16X100MM 250/PK,PK
1496130,1496130PK,4,TUBE CULT DSP 16X125MM 250/PK,PK
1496131,1496131PK,4,TUBE CULT DSP 16X150MM 250/PK,PK
1496132,1496132PK,4,TUBE CULT DSP 18X150MM 125/PK,PK
1496133,1496133PK,2,TUBE CULT DSP 20X150MM 250/PK,PK
1496134,1496134PK,4,TUBE CULT DSP 25X150MM 125/PK,PK
1496215A,1496215APK,4,TUBE TEST DISP 10X75MM 250/PK,PK
1496215C,1496215CPK,4,TUBE CULT DISP 13X100 250/PK,PK
1496215E,1496215EPK,4,TUBE TEST DSP 16X100MM 250/PK,PK
1496215F,1496215FPK,4,TUBE CULT DISP 16X125 250/PK,PK
1496217,1496217PK,12,TUBE CNTRFG 200ML CONCL 4/PK,PK
149621B,149621BPK,4,TB DISP CULTR 16X150MM 250/PK,PK
149621C,149621CPK,4,TB DISP CULTR 12X75MM 250PK,PK
1496226G,1496226GPK,4,CUL TUBE BOR SC 16X125-250/PK,PK
15078290,15078290EA,35,ALUMINUM FOIL 12INX75FT 1EA,EA
15078292,15078292EA,12,ALUMINUM FOIL 12X25FT 1EA,EA
15100124,15100124EA,4,BOTTLE 500ML EACH,EA
15100125,15100125EA,4,BOTTLE 1000ML EACH,EA
15100173,15100173PK,5,6WL ULA PLT 10PK,PK
15182702C,15182702CPK,3,FB HISTOSET II BIOP GN 500/PK,PK
1518273,1518273PK,4,HISTOPLEX CTRS PP 90ML 100/PK,PK
15230204,15230204EA,10,DISTILLED WATER 1EA,EA
1523570,1523570PK,9,WYPALL X60 TERI FLT WHT 100/PK,PK
1523577,1523577PK,12,WYPALL X60 TERI WIPER 76PK,PK
1523579,1523579PK,10,WYPALL TERITWLS POPUP 118/PK,PK
1523580,1523580PK,4,WYPALL X80 SHOP PRO TWLS 50PK,PK
1523581,1523581PK,12,WYPALL X70 WORKHRSE RAGS 76PK,PK
1523583,1523583PK,12,WYPALL L20 KIMTOWEL WPRS 68/PK,PK
1523585,1523585PK,8,KIMTECH KIMTEX SHOP TWL 66/PK,PK
1531528B,1531528BEA,100,CONNECTR STRAIGH 6-8MM 1EA,EA
1531528C,1531528CEA,100,CONNECT STRAIGH 8-10MM,EA
1531528F,1531528FEA,100,CONNECT STRAIGH 14-16MM,EA
1531530G,1531530GPK,10,CONNECTOR TUBE Y 16MM 10/PK,PK
153156A,153156AEA,12,CONNECTOR REDUCING 3-6MM 1EA,EA
153156B,153156BEA,12,CONNECTOR REDUCING 6-9MM,EA
153156C,153156CEA,12,CONNECTOR REDUC 9-12MM,EA
15315A,15315AEA,12,CONECTOR QD 1/4 TO 5/16IN,EA
15319C,15319CEA,12,CONNECTOR T PP 1/4IN,EA
15319D,15319DEA,12,CONNECTOR T PP 5/16IN,EA
15319E,15319EEA,12,CONNECTOR T PP 3/8 IN,EA
15319F,15319FEA,12,CONNECTOR T PP 1/2IN,EA
1532010C,1532010CEA,12,CONNECTOR Y PP 1/4IN EA,EA
1532010E,1532010EEA,12,CONNECTOR Y PP 3/8IN 1EA,EA
1532010F,1532010FEA,12,CONNECTOR Y PP 1/2IN 1/EA,EA
15350107,15350107EA,8,CRYOBOX 5X5 PC 1EA,EA
15350107B,15350107BEA,4,CRYOBOX 9X9 PC,EA
1535055,1535055EA,4,STORAGE BOX 1EA,EA
1535059,1535059EA,4,MICROCENTUBE BOX PC 0.5ML EA,EA
1535060,1535060EA,4,MICROCENT TUBE BOX 1.5ML 1/EA,EA
15575020,15575020EA,4,EDTA BUFFER PH 8 0.5M 1EA,EA
1590110A,1590110AEA,3,TAPE WHITE 25MMX13M,EA
1590110B,1590110BEA,3,TAPE YELLOW 25MMX13M,EA
1590110C,1590110CEA,3,TAPE GREEN 25MMX13M,EA
1590110D,1590110DEA,3,TAPE PINK 25MMX13M,EA
1590110E,1590110EEA,3,TAPE RED 25MMX13M,EA
1590110F,1590110FEA,3,TAPE ORANGE 25MMX13M,EA
1590110G,1590110GEA,3,TAPE BLUE 25MMX13M,EA
1590110H,1590110HEA,3,TAPE AQUA 25MMX13M 1/EA,EA
1590110J,1590110JEA,3,TAPE COPPER 25MMX13M 1EA,EA
1590110K,1590110KEA,3,TAPE GRAY 25MMX13M 1EA,EA
1590110L,1590110LEA,3,TAPE LAVENDER 25MMX13M 1EA,EA
1590110M,1590110MEA,3,TAPE LIME 25MMX13M 1EA,EA
1590110N,1590110NEA,3,TAPE ROSE 25MMX13M 1/EA,EA
1590110Q,1590110QEA,3,TAPE VIOLET 25MMX13M 1/EA,EA
1590110R,1590110REA,12,RAINBOW PACK 25MMX13M,EA
15901110,15901110EA,4,LF ATOCLVTP0.75IN BLK,EA
1590115E,1590115EEA,6,TAPE RED 13MMX55M,EA
1590120A,1590120AEA,4,TAPE WHITE 19MMX55M,EA
1590120B,1590120BEA,4,TAPE YELLOW 19MMX55M,EA
1590120C,1590120CEA,4,TAPE GREEN 19MMX55M,EA
1590120D,1590120DEA,4,TAPE PINK 19MMX55M,EA
1590120E,1590120EEA,4,TAPE RED 19MMX55M,EA
1590120F,1590120FEA,4,TAPE ORANGE 19MMX55M,EA
1590120G,1590120GEA,4,TAPE BLUE 19MMX55M,EA
1590120H,1590120HEA,4,TAPE AQUA 19MMX55M 1EA,EA
1590120J,1590120JEA,4,TAPE COPPER 19MMX55M 1EA,EA
1590120K,1590120KEA,4,TAPE GRAY 19MMX55M 1EA,EA
1590120L,1590120LEA,4,TAPE LAVENDER 19MMX55MM 1/EA,EA
1590120M,1590120MEA,4,TAPE LIME 19MMX55M 1EA,EA
1590125A,1590125AEA,3,TAPE WHITE 25MMX55M,EA
1590125B,1590125BEA,3,TAPE YELLOW 25MMX55M,EA
1590125C,1590125CEA,3,TAPE GREEN 25MMX55M,EA
1590125D,1590125DEA,3,TAPE PINK 25MMX55M,EA
1590125E,1590125EEA,3,TAPE RED 25MMX55M,EA
1590125F,1590125FEA,3,TAPE ORANGE 25MMX55M,EA
1590125G,1590125GEA,3,TAPE BLUE 25MMX55M,EA
1590125H,1590125HEA,3,TAPE AQUA 25MMX55M 1EA,EA
1590125J,1590125JEA,3,TAPE COPPER 25MMX55M 1EA,EA
1590125K,1590125KEA,3,TAPE GRAY 25MMX55M,EA
1590125L,1590125LEA,3,TAPE LAVENDER 25MMX55M 1/EA,EA
1590125M,1590125MEA,3,TAPE LIME 25MMX55M 1EA,EA
1590125N,1590125NEA,3,TAPE ROSE 25MMX55M 1EA,EA
1590125Q,1590125QEA,3,TAPE VIOLET 25MMX55M 1EA,EA
159015A,159015AEA,4,TAPE WHITE 19MMX13M,EA
159015B,159015BEA,4,TAPE YELLOW 19MMX13M,EA
159015C,159015CEA,4,TAPE GREEN 19MMX13M,EA
