Parent,Child,Conversion,Child Vendor Name,Child Description,Parent Description,Child QSU,Child SU,Parent QSU,Parent SU
07000873,07000873EA,50,GREINER BIO ONE BIOSCIENCES NORTH AMER,96W DW PLT 2ML ST IND CVB 1EA,96W DW PLT 2ML ST IND CVB CS50,00001,EA,00050,CS
07200668,07200668EA,50,CORNING LIFE SCIENCES PLASTIC,250 ERLENMEYER VENT CAP,250 ERLENMEYER VENT CAP 50/CS,00001,EA,00050,CS
07200670,07200670EA,50,CORNING LIFE SCIENCES PLASTIC,125 ERLENMEYER VENT CAP,125 ERLENMEYER VENT CAP 50/CS,00001,EA,00050,CS
0720082,0720082EA,50,CORNING LIFE SCIENCES PLASTIC,PLATE 12-WELL TC 7ML,PLATE 12-WELL TC 6.9ML 50/CS,00001,EA,00050,CS
0720083,0720083EA,50,CORNING LIFE SCIENCES PLASTIC,PLATE 6-WELL TC,PLATE 6-WELL TC 50/CS,00001,EA,00050,CS
0720087,0720087EA,50,CORNING LIFE SCIENCES PLASTIC,PLATE 96-WELL 0.1 -0.2ML 1/EA,PLATE 96-WELL 0.1 -0.2ML 50/CS,00001,EA,00050,CS
07200873,07200873EA,50,CORNING LIFE SCIENCES PLASTIC,PLT 1536WL BCB NBS 1EA SPLT 15,PLT 1536WL BCB NBS 50/CSPLT 15,00001,EA,00050,CS
0720089,0720089EA,50,CORNING LIFE SCIENCES PLASTIC,PLT 96 WELL LOW EVP .365,PLT 96 WELL LOW EVP .365 50/CS,00001,EA,00050,CS
0720090,0720090EA,50,CORNING LIFE SCIENCES PLASTIC,PLT 96-WELL FLT BTM .365,PLT 96-WELL FLT BTM .365 50/CS,00001,EA,00050,CS
0720095,0720095EA,50,CORNING LIFE SCIENCES PLASTIC,PLT 96-WELL U-BTM .33ML,PLT PST 96WL U-BTM.33ML 50/CS,00001,EA,00050,CS
0720096,0720096EA,50,CORNING LIFE SCIENCES PLASTIC,PLT 96-WELL V-BTM .29ML,PLT 96-WELL V-BTM .29ML 50/CS,00001,EA,00050,CS
0720196,0720196EA,50,CORNING LIFE SCIENCES PLASTIC,96WLPLT ST CELBND FLTBLK,96WLPLT ST CELBND FLTBLK 50/CS,00001,EA,00050,CS
07201981,07201981PK,50,GOSSELIN,PETRI DISH 100X25MM 10/PK,PETRI DISH 100X25MM 500/CS,00010,PK,00500,CS
087711,087711EA,50,CORNING LIFE SCIENCES DL,CELL STRAINER STRL 40UM,CELL STRAINER STRL 40UM 50/CS,00001,EA,00050,CS
0877119,0877119EA,50,CORNING LIFE SCIENCES DL,CELL STRAINER STRL 100UL 1EA,CELL STRAINER STRL 100UM 50/CS,00001,EA,00050,CS
087712,087712EA,50,CORNING LIFE SCIENCES DL,CELL STRAINER 70UM STER,CELL STRAINER 70UM STER 50/CS,00001,EA,00050,CS
087721,087721EA,50,CORNING LIFE SCIENCES DL,TISSUE CULT PLATE 24WEL,TISSUE CULT PLATE 24WEL 50/CS,00001,EA,00050,CS
0877217,0877217EA,50,CORNING LIFE SCIENCES DL,TC BTM PLT W/L EVAP LID,TC BTM PLT W/L EVAP LID 50/CS,00001,EA,00050,CS
087721B,087721BEA,50,CORNING LIFE SCIENCES DL,TISSUE CULT PLATE 6WELL,TISSUE CULT PLATE 6WELL 50/CS,00001,EA,00050,CS
087721C,087721CEA,50,CORNING LIFE SCIENCES DL,PLATE TC PS STRL 48 WELL,PLATE TC PS STRL 48 WELL 50/CS,00001,EA,00050,CS
0877229,0877229EA,50,CORNING LIFE SCIENCES DL,TC PLATE 12 WELL PS,TC PLATE 12 WELL PS 50/CS,00001,EA,00050,CS
087722C,087722CEA,50,CORNING LIFE SCIENCES DL,TC PLATE W/LID 96 WELLS,TC PLATE W/LID 96 WELLS 50/CS,00001,EA,00050,CS
0877249,0877249EA,50,CORNING LIFE SCIENCES DL,PLT 6WEL NON-TC FL BT PS 1/EA,PLT 6WEL NON-TC FL BT PS 50/CS,00001,EA,00050,CS
087724G,087724GEA,50,CORNING LIFE SCIENCES DL,CULT PLATE W/LID 24WELL 1/EA,CULT PLATE W/LID 24WELL 50/CS,00001,EA,00050,CS
087724J,087724JEA,50,CORNING LIFE SCIENCES DL,CULT PLATE W/LID 6 WELL,CULT PLATE W/LID 6 WELL 50/CS,00001,EA,00050,CS
0877251,0877251PK,50,CORNING LIFE SCIENCES DL,PLT 24WEL NO-TC FL BT PS 1/EA,PLT 24WEL NO-TC FL BT PS 50/CS,00001,EA,00050,CS
0877252,0877252EA,50,CORNING LIFE SCIENCES DL,PLT 48WEL NO-TC FL BT PS 1EA,PLT 48WEL NO-TC FL BT PS 50/CS,00001,EA,00050,CS
0877253,0877253EA,50,CORNING LIFE SCIENCES DL,PLT 96WEL NO-TC FL BT PS 1/EA,PLT 96WEL NO-TC FL BT PS 50/CS,00001,EA,00050,CS
0877254,0877254EA,50,CORNING LIFE SCIENCES DL,PLT 96WEL NO-TC U BTM PS 1EA,PLT 96WEL NO-TC U BTM PS 50/CS,00001,EA,00050,CS
0891519,0891519EA,50,ASPEN SURGICAL PRODUCTS,BLADE RIB BACK SS STL 22,BLADE RIB BACK SS STL 22 50/PK,00001,EA,00050,PK
0974030K,0974030KEA,50,THERMO SCI ROCHESTER,FLTR FNL CN 0.45MIC 250ML 1/EA,FLTR FNL CN 0.45MIC 250ML 50CS,00001,EA,00050,CS
0975413,0975413EA,50,CORNING LIFE SCIENCES PLASTIC,SYR FLT 26MM .2SFCA STRL,SYR FLT 28MM .2SFCA STRL 50/CS,00001,EA,00050,CS
0975421,0975421EA,50,CORNING LIFE SCIENCES PLASTIC,SYR FLT 26MM .45SFCA STR,SYR FLT 28MM .45SFCA STR 50/CS,00001,EA,00050,CS
0975422,0975422EA,50,CORNING LIFE SCIENCES PLASTIC,SYR FLT 28MM .45SFCA STR 1/EA,SYR FLT 26MM .8SFCA STRL 50/CS,00001,EA,00050,CS
097546,097546EA,50,CORNING LIFE SCIENCES PLASTIC,SYR FILTR 15MM .2RC STRL 1/EA,SYR FILTR 15MM .2RC STRL 50/CS,00001,EA,00050,CS
09761146,09761146EA,50,CORNING LIFE SCIENCES PLASTIC,24 WELL TC CLSTR STERILE,24 WELL TC CLSTR STERILE 50/CS,00001,EA,00050,CS
0992743A,0992743AEA,50,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,STERILE SYRINGE FLTR .2UM 1EA,SYR FLT 25MM .2U PES STR 50/PK,00001,EA,00050,PK
0992743B,0992743BEA,50,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,SYR FL 25MM .45U PES STR EA,SYR FL 25MM .45U PES STR 50/PK,00001,EA,00050,PK
1004118,1004118EA,50,CORNING LIFE SCIENCES PLASTIC,ERLENMEYER FLASK 250ML,ERLENMEYER FLASK 250ML 50/CS,00001,EA,00050,CS
100418,100418EA,50,CORNING LIFE SCIENCES PLASTIC,FLASK ERL STL PC 125ML,FLASK ERL STL PC 125ML 50/CS,00001,EA,00050,CS
1118913A,1118913AEA,50,DDP SPECIALTY ELECTRONIC MATERIALS US 9,TUBING SILAS 1/4X1/2IN 1FT/EA,TUBING SILAS 1/4X1/2IN 50FTPK,00001,EA,00050,PK
12556000,12556000PK,50,THERMO SCI CELL CULT PLASTICS,BIOLITE 35MM TC DISH 10/PK,BIOLITE 35MM TC DISH 500/CS,00010,PK,00500,CS
12556001,12556001PK,50,THERMO SCI CELL CULT PLASTICS,BIOLITE 60MM TC DISH 10/PK,BIOLITE 60MM TC DISH 500/CS,00010,PK,00500,CS
12556004,12556004EA,50,THERMO SCI CELL CULT PLASTICS,BIOLITE 6 WELL MULTIDISH 01/EA,BIOLITE 6 WELL MULTIDISH 50/CS,00001,EA,00050,CS
12556005,12556005EA,50,THERMO SCI CELL CULT PLASTICS,BIOLITE 12WELL MULTIDISH,BIOLITE 12WELL MULTIDISH 50/CS,00001,EA,00050,CS
12556008,12556008EA,50,THERMO SCI CELL CULT PLASTICS,BIOLITE 96 WELL MULTIDISH EACH,BIOLITE 96 WELL MULTIDISH 50CS,00001,EA,00050,CS
12565394,12565394EA,50,THERMO SCI ROCHESTER,PLATE 1ML DEEPWELL PP NS 1EACS,PLATE 1ML DEEPWELL PP NS 50/CS,00001,EA,00050,CS
12565560,12565560EA,50,THERMO SCI ROCHESTER,CAP WELL 0.5ML PP NAT ST 1EA,CAP WELL 0.5ML PP NAT ST 50/CS,00001,EA,00050,CS
1256559,1256559EA,50,THERMO SCI CELL CULT PLASTICS,12 565 58PER 32CM LG 1/EA,CELL SCRAPER 32CM LG 50PK,00001,EA,00050,PK
1256565,1256565EA,50,THERMO SCI CELL CULT PLASTICS,PLATE TC W/LID U96WELL,PLATE U96WELL TC LID 50/CS,00001,EA,00050,CS
1256566,1256566EA,50,THERMO SCI CELL CULT PLASTICS,PLATE F96WELL TC LID 1/EA,PLATE F96WELL TC LID 50/CS,00001,EA,00050,CS
12565971,12565971PK,50,THERMO SCI CELL CULT PLASTICS,TUBE 14ML ROUND BTM 10PK,TUBE 14ML ROUND BTM 500CS,00010,PK,00500,CS
1256600,1256600EA,50,THERMO SCI CELL CULT PLASTICS,PLATE 96WELL CELLCULTURE 50/CS,PLATE 96WELL CELLCULTURE 50/CS,00001,EA,00050,CS
1256607,1256607EA,50,THERMO SCI CELL CULT PLASTICS,PLATE 96WELL BLK W/LID 1EA,PLATE 96WELL BLK W/LID 50/CS,00001,EA,00050,CS
12600000,12600000PK,50,THERMO SCI CELL CULT PLASTICS,NUNC EASYDISH 35MM TC 10/PK,NUNC EASYDISH 35MM TC 500/CS,00010,PK,00500,CS
1367825E,1367825EPK,50,DWK LIFE SCIENCES LLC,PIPET STL 10X1/10ML 10/PK,PIPET STL 10X1/10ML 500/CS,00010,PK,00500,CS
1368118E,1368118EEA,50,DRUMMOND SCIENTIFIC COMPANY,REPLACE FILTERS 1/EA,REPLACE FILTERS 50/PK,00001,EA,00050,PK
13681508,13681508EA,50,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,REAGENT RESERVOIR 25ML ST IND,REAGENT RESERVOIR 25ML ST IND,00001,EA,00050,CS
1371277,1371277EA,50,THERMO SCI ROCHESTER,TBG-NP-PVC 1/8X1/4X1/16 1FT,TBG-NP-PVC 1/8X1/4X1/16 50FT,1,EA,50,CS
1371281,1371281EA,50,THERMO SCI ROCHESTER,TBG-NP-PVC 1/4X3/8X1/16 1FT,TBG-NP-PVC 1/4X3/8X1/16 50FT,1,EA,50,CS
1371285,1371285EA,50,THERMO SCI ROCHESTER,TBG-NP-PVC 5/16X7/16X1/16 1FT,TBG-NP-PVC 5/16X7/16X1/16 50FT,1,EA,50,CS
1371289,1371289EA,50,THERMO SCI ROCHESTER,TBG-NP-PVC 3/8X1/2X1/16 1FT,TBG-NP-PVC 3/8X1/2X1/16 50FT,1,EA,50,CS
1371292,1371292EA,50,THERMO SCI ROCHESTER,TBG-NP-PVC 3/8X5/8X1/8 1FT,TBG-NP-PVC 3/8X5/8X1/8 50FT,1,EA,50,CS
1371302,1371302EA,50,THERMO SCI ROCHESTER,TBG-NP-VAC 1/4X5/8X3/16 1FT,TBG-NP-VAC 1/4X5/8X3/16 50FT,1,EA,50,CS
141502J,141502JEA,50,HYGENIC CORPORATION,TUBNG RUBBR 1/4X3/16IN 1FT RL,TUBNG RUBBR 1/4X3/16IN 50FT RL,1,EA,50,EA
141741G,141741GEA,50,DYNALON PRODUCTS,TUBING KIT 3/8X1/16 1FT/EA,TUBING KIT 3/8X1/16 50FT/PK,00001,EA,00050,PK
1420662,1420662EA,50,THERMO SCI ROCHESTER,FSHRBRND UNDERPAD 20X24 1/EA,FSHRBRND UNDERPAD 20X24 50/PK,00001,EA,00050,PK
14222751,14222751PK,50,CORNING AXYGEN,TIP 300UL FNEPNT CLR RK 96/PK,TIP 300UL FNEPNT CLR RK 4800CS,00096,PK,04800,CS
14222867,14222867PK,50,CORNING AXYGEN,TIP .5-10UL XLONG LR RK 96/PK,TIP .5-10UL XLONG LR RK 4800CS,00096,PK,04800,CS
14375266,14375266EA,50,HEATHROW SCIENTIFIC LLC,BENCH-TOP KEEPER 1/EA,LG BNCH TOP KEEP 6X6X10IN 50CS,00001,EA,00050,CS
14387068,14387068EA,50,THERMO SCI SDG (SPA HUDSON),MATRIX RESERVOIR 100ML IW 1/EA,MATRIX RESERVOIR 100ML IW 50CS,00001,EA,00050,CS
14387070,14387070EA,50,THERMO SCI SDG (SPA HUDSON),MATRIX RESERVOIR 25ML IW EA,MATRIX RESERVOIR 25ML IW 50CS,00001,EA,00050,CS
14387220,14387220PK,50,THERMO SCI CELL CULT PLASTICS,96 EDGE FB W/LID CLR TRTD 1PK,96 EDGE FB W/LID CLR TRTD CS50,00001,PK,00050,CS
14665230,14665230PK,50,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,L CELL SPREADER STRL 10PK,L CELL SPREADER STRL 500PK,00010,PK,00500,PK
14955119A,14955119AEA,50,ZHEJIANG GONGDONG MEDICAL TECH CO LTD,CONTNR MULTIPRP 64OZ TR EA,CONTNR MULTIPRP 64OZ TR 50/CS,00001,EA,00050,CS
17033744,17033744EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST YL MD EA,ANSI TYP R CLS2 VST YL MD 50CS,00001,EA,00050,CS
17033745,17033745EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST YL LG EA,ANSI TYP R CLS2 VST YL LG 50CS,00001,EA,00050,CS
17033746,17033746EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST YL XL EA,ANSI TYP R CLS2 VST YL XL 50CS,00001,EA,00050,CS
17033747,17033747EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST YL 2X EA,ANSI TYP R CLS2 VST YL 2X 50CS,00001,EA,00050,CS
17033754,17033754EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST OR MD EA,ANSI TYP R CLS2 VST OR MD 50CS,00001,EA,00050,CS
17033755,17033755EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST OR LG EA,ANSI TYP R CLS2 VST OR LG 50CS,00001,EA,00050,CS
17033756,17033756EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST OR XL EA,ANSI TYP R CLS2 VST OR XL 50CS,00001,EA,00050,CS
17033757,17033757EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST OR 2X EA,ANSI TYP R CLS2 VST OR 2X 50CS,00001,EA,00050,CS
17033758,17033758EA,50,PROTECTIVE INDUSTRIAL PRODUCTS INC,ANSI TYP R CLS2 VST OR 3X EA,ANSI TYP R CLS2 VST OR 3X 50CS,00001,EA,00050,CS
17988094,17988094PK,50,DUPONT PERSONAL PROTECTION,BT COV ISO PVCSOLE ST L 2/PK,BT COV ISO PVCSOLE ST LG 100/C,00002,PK,00100,CS
17988109,17988109PK,50,DUPONT PERSONAL PROTECTION,SLEEVE ISO STERILE 2/PK,SLEEVE ISO STERILE 50PR/CASE,00002,PK,00100,CS
19034962,19034962PK,50,ITW TEXWIPE COMPANY,SWAB LOW TOC VALIDATION 20PK,SWAB LOW TOC VALIDATION,00020,PK,01000,CS
19034963,19034963PK,50,ITW TEXWIPE COMPANY,SWAB LOW TOC VALIDATION 20PK,SWAB LOW TOC VALIDATION,00020,PK,01000,CS
19041232,19041232EA,50,ANSELL,UNISPEC2 WRAP GLASSES 1/EA,UNISPEC2 WRAP GLASSES 50/PK,00001,EA,00050,PK
19042277,19042277EA,50,DUPONT PERSONAL PROTECTION,SHIRT SNAP FRNT 3X 1/EA,SHIRT SNAP FRNT 3X 50/CS,00001,EA,00050,CS
19168919,19168919EA,50,FOAMTEC INTERNATIONAL LLC,MOPHD 10 ROLLR WGALV BRKMOPHD,MOPHD 10 ROLLR WGALV BRK 50CS,00001,EA,00050,CS
19817240,19817240EA,50,BRACO MANUFACTURING CO,ANTFG ANTSTC LNCLN FLD 1/EA,ANTFG ANTSTC LNCLN FLD 50/CS,00001,EA,00050,CS
21381091,21381091EA,50,CELLTREAT SCIENTIFIC PRODUCTS LLC,REAGENT RESERVOIR 10ML 1EA,REAGENT RESERVOIR 10ML 50/CS,00001,EA,00050,CS
2138127F,2138127FEA,50,CELLTREAT SCIENTIFIC PRODUCTS LLC,RESERVOIR RGNT 25ML DVD 1/EA,RESERVOIR RGNT 25ML DVD 50/CS,00001,EA,00050,CS
2138127H,2138127HEA,50,CELLTREAT SCIENTIFIC PRODUCTS LLC,REAG RES IND WRP 50ML 1/EA,REAG RES IND WRP 50ML 50/CS,00001,EA,00050,CS
22363549,22363549EA,50,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,CELL STRAINER 100UM STER,CELL STRAINER 100UM STER 50/CS,00001,EA,00050,CS
22363602,22363602PK,50,THERMO SCI ROCHESTER,FB LP 1/10UL FX WH 10BG 10/PK,FB LP 1/10UL FX WH 10BG 500/PK,00010,PK,00500,PK
501060564,501060564EA,50,ANDWIN SCIENTIFIC,TIP FILTER ONETOUCH 10UL 1/EA,TIP FILTER ONE TOUCH 10UL 5 PK,00001,EA,00050,CS
501060573,501060573PK,50,ANDWIN SCIENTIFIC,STERILE TIPS 200UL 96/PK,STERILE TIPS 200UL 4800/CS,00096,PK,04800,CS
501060574,501060574PK,50,ANDWIN SCIENTIFIC,TIP ONETOUCH 200 96/PK,TIP ONETOUCH 200 4800/CS,00096,PK,04800,CS
502099109,502099109EA,50,REVVITY HEALTH SCIENCES INC,CELLCARIER384 ULTRAMCROPLT 1EA,CELLCARRIER384 ULTRA MICROPLA,00001,EA,00050,CS
502099836,502099836EA,50,REVVITY HEALTH SCIENCES INC,CELLCARIER96 ULTRAMICROPLAT1EA,CELLCARRIER96 ULTRA MICROPLAT,00001,EA,00050,CS
50403864,50403864PK,50,CELLTREAT SCIENTIFIC PRODUCTS LLC 3P,L-SHAPED CELL SPREADER BULK 10,L-SHAPED CELL SPREADER BULK500,00010,PK,00500,CS
509051589,509051589EA,50,REVVITY HEALTH SCIENCES INC,OPTIPLATE-384 NEW 50W 1EA,OPTIPLATE-384 NEW 50W,00001,EA,00050,CS
509051594,509051594EA,50,REVVITY HEALTH SCIENCES INC,CULTUREPLATE-384 NEW 50W 1EA,CULTUREPLATE-384 NEW 50W,00001,EA,00050,CS
509051605,509051605EA,50,REVVITY HEALTH SCIENCES INC,VEWPLATE-96 BLACK 1/EA,VIEWPLATE-96 BLACK 50/BOX,00001,EA,00050,PK
AB0859,AB0859EA,50,THERMO SCI ROCHESTER,0.8ML DW PLATE V-BTM NAT 1/EA,0.8ML DW PLATE V-BTM NAT 50CS,1,EA,50,CS
FB0129112,FB0129112EA,50,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,BEAKER DIS PP 400ML GRAD 1/EA,BEAKER DIS PP 400ML GRAD 50/PK,00001,EA,00050,PK
FB012915,FB012915EA,50,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,BEAKER DIS PP 250ML GRAD,BEAKER DIS PP 250ML GRAD 50/PK,00001,EA,00050,PK
SLAAR33SS,SLAAR33SSEA,50,EMD MILLIPORE CORP,MILLEX 33MM MCE .8UM STRL 1EA,MILLEX 33MM MCE .8UM STRL50PK,00001,EA,00050,PK
SLGPR33RS,SLGPR33RSEA,50,EMD MILLIPORE CORP,MILLEX-GP 33MMPES.22UMSTRL 1EA,MILLEX-GP 33MMPES.22UMSTRL50PK,00001,EA,00050,PK
SLSV025LS,SLSV025LSEA,50,EMD MILLIPORE CORP,SYR FLT MLX SV 25MM 1EA,SYR FLT MLX SV 25MM 50/PK,00001,EA,00050,PK
02891B,02891BEA,48,DYNALON PRODUCTS,JAR WM PP 2OZ/60ML 1/EA,JAR WM PP 2OZ/60ML 48/CS,00001,EA,00048,CS
02992136,02992136EA,48,QORPAK,1OZ CL SSR F217 PTFE,1OZ CL GR AC BKPH PV 48CS,00001,EA,00048,CS
02992559,0299255EA,48,QORPAK,2OZ CL GR AC BKPH PV EACH,2OZ CL GR AC BKPH PV 48CS,00001,EA,00048,CS
02993433,02993433PK,48,QORPAK,22-400 BKPH PLYCN RIB CAP/PK,22-400 BKPH PLYCN RIB CP 576CS,00012,PK,00576,CS
02993438,02993438PK,48,QORPAK,13-425 BKPH PLYCN RIB CP 12PK,13-425 BKPH PLYCN RIB CP 576CS,00012,PK,00576,CS
033121,033121EA,48,THERMO SCI VAC BIO,BTL SQ MEDIA PETG 125ML,BTL SQ MEDIA PETG 125ML 48/CS,00001,EA,00048,CS
033123,033123EA,48,THERMO SCI VAC BIO,BTL SQ MEDIA PETG 250ML,BTL SQ MEDIA PETG 250ML 48/CS,00001,EA,00048,CS
033134E,033134EEA,48,THERMO SCI ROCHESTER,BOTTLE SMPLE WM 500ML EA,BOTTLE SMPLE WM 500ML 48/CS,00001,EA,00048,CS
06451360,06451360EA,48,DWK LIFE SCIENCES LLC,16OZ HDPE WM PKR PE LNR 1/EA,16OZ HDPE WM PKR PE LNR 48CS,00001,EA,00048,CS
0666671,0666671PK,48,KIMBERLY CLARK CORPORATION,KLNX FACIL 125 TISSUES FOR 1PK,KLNX FACIAL TISSUE 48/CS,00001,PK,00048,CS
07200107,07200107EA,48,CORNING LIFE SCIENCES PLASTIC,96WELL V-BTM ASSAY PLATES 1/EA,PLT MICR 96WL V-BTM STYR 48/CS,00001,EA,00048,CS
07200149,07200149EA,48,CORNING LIFE SCIENCES PLASTIC,TC INSRT 24WL 6.5MM 5UM,TC INSRT 24WL 6.5MM 5UM 48/CS,00001,EA,00048,CS
07200565,07200565EA,48,CORNING LIFE SCIENCES PLASTIC,TC PLT 96WELL STR W/LID,TC PLT 96WELL STR W/LID 48/CS,00001,EA,00048,CS
07200566,07200566EA,48,CORNING LIFE SCIENCES PLASTIC,TC PLT 96WEL CLR BTM LID,TC PLT 96WEL CLR BTM LID 48/CS,00001,EA,00048,CS
07201426,07201426EA,48,CORNING LIFE SCIENCES PLASTIC,STORAGE BOTTLE 250ML PET 1/EA,STORAGE BOTTLE 250ML PET 48CS,00001,EA,00048,CS
142376,142376EA,48,BEL ART PRODUCTS,SCOOP AUTOCLAV PP 100CC 1/EA,SCOOP AUTOCLAV PP 100CC 48/CS,00001,EA,00048,CS
189992900,189992900PR,48,NEWELL BRANDS DISTRIBUTION LLC,GLV NEOP N440 30M SZ10 PR,GLV NEOP N440 30M SZ10 48/CS,00001,PR,00048,CS
18999474,18999474PK,48,CONTEC INC,PROSAT 9X11 70 IPA STR 30/PK,PROSAT 9X11 70 IPA STR 1440CS,00030,PK,01440,CS
19037876,19037876PK,48,CONTEC INC,PROSAT 9X11 70 ETOH STR 30/PK,PROSAT 9X11 70 ETOH STR 1440CS,00030,PK,01440,CS
19305250,19305250EA,48,MICRONOVA MFG CO,TAPE ANTISTATIC 3/4X36 YDS 1EA,TAPE ANTI STATIC 3/4  X 36 YDS,00001,EA,00048,CS
FB02911458A,FB0291458AE,48,DWK LIFE SCIENCES LLC,GRAD AC 1OZ CLR PTFE CP 1EA,GRAD AC 1OZ CLR PTFE CP 48/CS,00001,EA,00048,CS
FB02911459A,FB2911459AE,48,DWK LIFE SCIENCES LLC,GRAD AC 2OZ CLR PTFE CP 1EA,GRAD AC 2OZ CLR PTFE CP 48/CS,00001,EA,00048,CS
FB02912032A,FB2912032AE,48,DWK LIFE SCIENCES LLC,WMRND 120CC HDPE NAT  PE 1EA,WMRND 120CC HDPE NAT  PE 48/CS,00001,EA,00048,CS
FB02912034A,FB2912034AE,48,DWK LIFE SCIENCES LLC,WMRND 250CC HDPE NAT  PE 1EA,WMRND 250CC HDPE NAT  PE 48/CS,00001,EA,00048,CS
14135E,14135EEA,41,PLASTICOID CORPORATION,RUB STPR 1 HOLE NO3 APPX,RUB STPR 1 HOLE NO3 APPX 41PK,00001,EA,00041,PK
07000724,07000724EA,40,GREINER BIO ONE BIOSCIENCES NORTH AMER,96 HLFAREA UVSTAR FB PLT 1EA,96 HLF-AREA UVSTAR FB PLT 40C,00001,EA,00040,CS
07200127,07200127PK,40,CORNING LIFE SCIENCES PLASTIC,RGNT RESERVOIR F/PIPTR 5/PK,RGNT RESERVOIR F/PIPTR 200/CS,00005,PK,00200,CS
07200129,07200129PK,40,CORNING LIFE SCIENCES PLASTIC,RESERVOIR 100ML BULK 5/PK,RESERVOIR 100ML BULK 200/CS,00005,PK,00200,CS
0992316B,0992316BEA,40,THERMO SCI ROCHESTER,BOTTLE MEDIA SQUAR 500ML 1/EA,BOTTLE MEDIA SQUAR 500ML 40/CS,00001,EA,00040,CS
12556009,12556009PK,40,THERMO SCI CELL CULT PLASTICS,BIOLITE 25CM2 FLSK VENT 5/PK,BIOLITE 25CM2 FLSK VENT 200/CS,00005,PK,00200,CS
12565572,12565572EA,40,THERMO SCI CELL CULT PLASTICS,ROBOTC ESVR ST FL 1X300ML 1/EA,ROBOTC RSVR ST FL 1X300ML 40CS,00001,EA,00040,CS
1256596,1256596PK,40,THERMO SCI CELL CULT PLASTICS,60MM CELL CULT DISH 10/PK,DISH 60X15MM TC W/2MMGD 400/CS,00010,PK,00400,CS
13681502,13681502PK,40,THERMO FISHER SCIENTIFIC (CHINA) CO LTD,PIPET BASIN STR PS 50ML 5/PK,PIPET BASIN STR PS 50ML 200/CS,00005,PK,00200,CS
136898,136898EA,40,BD VACUTAINER LABWARE MEDICAL,SYRINGE BD 50ML LUER-LOK    RX,BD SYRING 50CC LUER-LOK 40PKRX,00001,EA,00040,PK
14222431,14222431PK,40,CORNING AXYGEN,RESERVOIR 25 ML STERILE 5/PK,RESERVOIR 25ML STERILE 200CS,00005,PK,00200,CS
14222484,14222484PK,40,CORNING AXYGEN,CAP SCRW ORING CLR STER 100/PK,CAP SCRW ORING CLR STER 4000CS,00100,PK,04000,CS
14222681,14222681PK,40,CORNING AXYGEN,TBESCRW NOCAP 2ML CLR ST100/PK,TBESCRW NOCAP 2ML CLR ST 4KCS,00100,PK,04000,CS
14830116,14830116EA,40,CARDINAL HEALTH 200 LLC,CONTAINER NDLE/SYR COLL 1/EA,CONTAINER NDLE/SYR COLL 40/CS,00001,EA,00040,CS
19000178,19000178EA,40,BRADY WORLDWIDE INC,ABSORBENT SOCK UNIVERSAL 1/EA,ABSORBENT SOCK UNIVERSAL 40/CS,00001,EA,00040,CS
19003380,19003380EA,40,NEW PIG CORPORATION,SOCK BLUE 46X3 OIL WTR 1/EA,SOCK BLUE 46X3 OIL WTR 40/CS,00001,EA,00040,CS
19039534,19039534EA,40,THREE M COMPANY,M-926 PEEL-OFF VISOR CVR 1EA,M-926 PEEL-OFF VSR COVRS 40CS,00001,EA,00040,CS
19160965,19160965PK,40,CONTEC INC,PROSAT HW KNIT 70IPA STR 20/PK,PROSAT HW KNIT 70IPA STR 800CS,00020,PK,00800,CS
19162321,19162321EA,40,CARDINAL HEALTH CORP,MEDI-VAC SUCTN CANISTER 1EA,MEDI-VAC SUCTN CANISTER 40CS,00001,EA,00040,CS
19170356,19170356EA,40,CONTEC INC,PROSAT 9X9 70 IPA STR 20/EA,PROSAT 9X9 70 IPA STR 800CS,20,EA,800,CS
501060572,501060572PK,40,ANDWIN SCIENTIFIC,SORENSON 1000UL 10370 ST 96/PK,SORENSON 1000UL 10370 ST,00096,PK,03840,CS
502335936,502335936PK,40,ALKALI SCIENTIFIC INC,25CM CELLCULTRE FLSKS 50 V 5PK,25CM CELL CULTRE FLASKS 50 V,00005,PK,00200,CS
PI15075,PI15075PK,40,THERMO SCI MOLECULAR BIO (FERM),RESERVOIRS 5/PK,RESERVOIRS 200/PK,00005,PK,00200,PK
