Parent,Child,CONVERSION RATE,Parent Description,Child Description,Parent QSU,Child QSU,Parent SU,Child SU
19168202,19168202PK,10,WYPALL L30 POP-UP BOX 10 CS,WYPALL L30 POP-UP BOX 1/PK,00010,00001,CS,PK
0720087,0720087PK,10,PLATE 96-WELL 0.1 -0.2ML 50/CS,PLATE 96-WELL 0.1 -0.2ML 5/PK,00050,00005,CS,PK
12556011,12556011PK,8,BIOLITE 175CM2 FLSK VENT 40/CS,BIOLITE 175CM2 FLSK VENT 5/PK,00040,00005,CS,PK
07200621,07200621EA,6,CENTRIFUGE TUBE 500ML 6/PK,CENTRIFUGE TUBE 500ML 1EA,00006,00001,PK,EA
09761140,09761140EA,24,BOTTLE STORAGE 150ML STR 24/CS,BOTTLE STORAGE 150ML STR 1EA,00024,00001,CS,EA
12556009,12556009PK,40,BIOLITE 25CM2 FLSK VENT 200/CS,BIOLITE 25CM2 FLSK VENT 5/PK,00200,00005,CS,PK
12556010,12556010PK,20,BIOLITE 75CM2 FLSK VENT 100/CS,BIOLITE 75CM2 FLSK VENT 5/PK,00100,00005,CS,PK
0720035,0720035EA,100,EIA PLT FLT BTM HI-BNG 100/CS,EIA PLT FLT BTM HI-BNG,00100,00001,CS,EA
07200640,07200640PK,4,96WL ROUND BTM HB BULK 100/CS,96WL ROUND BTM HB BULK 25/PK,00100,00025,CS,PK
0720087,0720087EA,50,PLATE 96-WELL 0.1 -0.2ML 50/CS,PLATE 96-WELL 0.1 -0.2ML 1/EA,00050,00001,CS,EA
08757210,08757210PK,20,ROLLER BOTTLE TISSUE CLTR 40CS,ROLLER BOTTLE TISSUE CLTR 2/PK,00040,00002,CS,PK
0877251,0877251PK,50,PLT 24WEL NO-TC FL BT PS 50/CS,PLT 24WEL NO-TC FL BT PS 1/EA,00050,00001,CS,EA
0877253,0877253EA,50,PLT 96WEL NO-TC FL BT PS 50/CS,PLT 96WEL NO-TC FL BT PS 1/EA,00050,00001,CS,EA
BBV2000,BBV2000EA,4,STRL PC BFFLD VNT 2000 ML CS04,STRL PC BFFLD VNT 2000 ML 1/EA,00004,00001,CS,EA
14100A,14100AEA,5,100 PL PP FREEZER BX NAT 5/PK,100 PL PP FREEZER BX NAT 1/EA,00005,00001,PK,EA
14100F,14100FEA,5,100 PL PP FREEZER BX BLK 5/PK,100 PL PP FREEZER BX BLK 1/EA,00005,00001,PK,EA
MT21022CV,MT21022CVEA,6,HANKS BSS W/OCA 1X 6X500 6/CS,HANKS BSS W/OCA 1X 6X500 1/EA,00006,00001,CS,EA
MT10092CM,MT10092CMEA,6,DMEM/F12 5050 W/GLN 6/CS,DMEM/F12 5050 W/GLN 1/EA,00006,00001,CS,EA
MT10092CV,MT10092CVEA,6,DMEM/F12 W/GLNHEPES 6X500 6/CS,DMEM/F12 W/GLNHEPES 6X500 1/EA,00006,00001,CS,EA
07200701,07200701PK,20,2ML ASSAY BLOCK NS BULK 100/CS,2ML ASSAY BLOCK NS BULK 5/PK,00100,00005,CS,PK
0976134,0976134EA,12,FLTR TUBE TOP 50ML 22UM 12/CS,FLTR TUBE TOP 50ML 22UM 1/EA,00012,00001,CS,EA
14488004,14488004EA,10,CLIPTIP 300 RK STER PK960,CLIPTIP 300 RK STER EA96,960,96,PK,EA
MT25025CI,MT25025CIEA,6,MEM NEAA 100X 6X100ML 6/CS,MEM NEAA 100X 6X100ML EA,00006,00001,CS,EA
MT10045CV,MT10045CVEA,6,LBVTZS L-15 W/GLN6X500 6/CS,LBVTZS L-15 W/GLN6X500 EA,00006,00001,CS,EA
10371AA,10371AAEA,2,FUNNEL HVY DUTY LDPE 4IN 2PK,FUNNEL HVY DUTY LDPE 4IN 1EA,00002,00001,PK,EA
17988094,17988094PK,50,BT COV ISO PVCSOLE ST LG 100/C,BT COV ISO PVCSOLE ST L 2/PK,00100,00002,CS,PK
17988095,17988095PK,50,BT COV ISO PVCSOLE ST XL 100/C,BT COV ISO PVCSOLE ST XL 2/PK,00100,00002,CS,PK
0298425,0298425PK,2,CAPS PP 28/400 P/V LNR 144/CS,CAPS PP 28/400 P/V LNR 72/PK,00144,00072,CS,PK
13757117,13757117PK,12,CAP BLACK PHENOLIC 144CS,CAP BLACK PHENOLIC 12/PK,00144,00012,CS,PK
MT46003CR,MT46003CREA,10,S.O.C. MEDIUM 10/CS,S.O.C. MEDIUM 1/EA,00010,00001,CS,EA
MT46009CM,MT46009CMEA,6,1X TRIS EDTA TE BUFFER 6/CS,1X TRIS EDTA TE BUFFER 1/EA,00006,00001,CS,EA
MT46010CM,MT46010CMEA,6,10X TRIS-ACETATE EDTA 6X1L 6CS,10X TRIS-ACETATE EDTA 1L 1/EA,00006,00001,CS,EA
MT46012CM,MT46012CMEA,6,10X TRIS BUFFERED SALINE 6/CS,10X TRIS BUFFERED SALINE 1/EA,00006,00001,CS,EA
MT46030CM,MT46030CMEA,6,1M TRIS HCI PH 7.5 6X1L 6/CS,1M TRIS HCI PH 7.5 6X1L 1/EA,00006,00001,CS,EA
MT46031CM,MT46031CMEA,6,1M TRIS HCI PH 8.0 6X1L 6/CS,1M TRIS HCI PH 8.0 6X1L 1/EA,00006,00001,CS,EA
MT46032CV,MT46032CVEA,6,5M NACL 6X500ML/CS,5M NACL 500ML1/EA,00006,00001,CS,EA
MT46050CM,MT46050CMEA,6,LB BROTH 1LX6/CS,LB BROTH 1L 1EA,00006,00001,CS,EA
06402C,06402CPK,3,20ML AMBER SERUM BOTTLE 288/CS,20ML AMBER SERUM BOTTLE 96/PK,00288,00096,CS,PK
0640615,0640615PK,10,ALUMSEAL TEAR-OFF 20MM M/CS,ALUMSEAL TEAR-OFF 20MM 100/PK,01000,00100,CS,PK
06402E,06402EPK,4,50ML AMBER SERUM BOTTLE 288/CS,50ML AMBER SERUM BOTTLE 72/PK,00288,00072,CS,PK
06402F,06402FPK,3,100ML AMBR SERUM BOTTLE 144/CS,100ML AMBR SERUM BOTTLE 48/PK,00144,00048,CS,PK
14955116A,14955116AEA,100,CNTNR MLTPRP 8OZ TL RD TR C/CS,CNTNR MLTPRP 8OZ TL RD TR 1EA,00100,00001,CS,EA
07200128,07200128EA,100,RGNT RESERVOIR F/PIPTR 100/CS,RGNT RESERVOIR F/PIPTR 1/EA,00100,00001,CS,EA
FB0875714,FB0875714PK,10,PETRI DISH 150X15MM 100/CS,PETRI DISH 150X15MM 10/PK,00100,00010,CS,PK
FB5011000,FB5011000EA,6,FLASK ERLEN WM GLS 1000ML 6/PK,FLASK ERLEN WM GLS 1000ML,00006,00001,PK,EA
FB501500,FB501500EA,6,FLASK ERLENM WM GLS 500ML 6/PK,FLASK ERLENM WM GLS 500ML,00006,00001,PK,EA
189994858,189994858EA,10,LINR MED GA GRY SCPTR XL 10/PK,LINR MED GA GRY SCPTR XL 1/EA,00010,00001,PK,EA
19044177,19044177EA,10,GLOVE LINER MD GA P/W SM 10/PK,GLOVE LINER MD GA P/W SM 1/EA,00010,00001,PK,EA
19044178,19044178EA,10,GLV LNRMD GPLY/WR CT RT MD10PK,GLOVE LINER MD GA P/W MD 1/EA,00010,00001,PK,EA
19044179,19044179EA,10,GLV LNR MD GPLY/WR CTRT LG10PK,GLOVE LINER MD GA P/W LG 1/EA,00010,00001,PK,EA
19050036A,19050036APR,24,GLV LTGAGE CUTREST BLK S 24/PK,GLV LTGAGE CUTREST BLK S 1/PR,00024,00001,PK,PR
19050036B,19050036BPR,24,GLV LTGAGE CUTREST BLK M 24/PK,GLV LTGAGE CUTREST BLK M 1/PR,00024,00001,PK,PR
19050036C,19050036CPR,24,GLV LTGAGE CUTREST BLK L 24/PK,GLV LTGAGE CUTREST BLK L 1/PR,00024,00001,PK,PR
189992405,189992405PK,10,MASK STERILE CR CLSC TIE 200CS,MASK STERILE CR CLSC TIE 20/PK,00200,00020,CS,PK
12565502,12565502PK,8,RND BTTM 96WELLPLATE PPN 80/CS,RND BTTM 96WELLPLATE PPN 10/PK,00080,00010,CS,PK
FB300250,FB300250EA,6,FLASK FILTERING 250ML 6/PK,FLASK FILTERING 250ML 1EA,00006,00001,PK,EA
02912700,02912700PK,72,VIAL20ML AMB W/TFE RUB LNR72CS,VIAL20ML AMB W/TFE RUB LNR 1EA,00072,00001,CS,EA
07200130,07200130PK,100,RESERVOIR 100ML IND BAG 100/CS,RESERVOIR 100ML IND BAG 1PK,00100,00001,CS,PK
1441256,1441256EA,100,HYPEWIPE REG STRNGTH 100/CS,HYPEWIPE REG STRNGTH 1EA,00100,00001,CS,EA
17988045,17988045EA,25,COV ISO CLN STR ELWRAN LG 25CS,COV ISO CLN STR ELWRAN LG 1EA,00025,00001,CS,EA
17988047,17988047EA,25,COV ISO CLN STR ELWRAN 2X 25CS,COV ISO CLN STR ELWRAN 2X 1/EA,00025,00001,CS,EA
17988048,17988048EA,25,COV ISO CLN STR ELWRAN 3X 25CS,COV ISO CLN STR ELWRAN 3X 1/EA,00025,00001,CS,EA
17988049,17988049EA,25,COV ISO CLN STR ELWRAN 4X 25CS,COV ISO CLN STR ELWRAN 4X 1/EA,00025,00001,CS,EA
17988113,17988113EA,100,HOOD ISO CLN STERILE 100/CS,HOOD ISO CLN STERILE 1/EA,00100,00001,CS,EA
19035180,19035180PK,8,WIPER MSVP PLYKNT 9X9 150PK8CS,WIPER MSVP PLYKNT 9X9  150/PK,01200,00150,CS,PK
MT15012CV,MT15012CVEA,6,AMM W/ES W/O GLN NA 6X500 6/CS,AMM W/ES W/O GLN NA 500ML 1EA,00006,00001,CS,EA
MT21021CV,MT21021CVEA,6,HNK BSS1X  C MG 6X500 6/CS,HNK BSS1X W/O CA MG 500ML 1EA,00006,00001,CS,EA
MT25000CI,MT25000CIEA,6,SODIUM PYRUVT 100MM 6X100 6/CS,SODIUM PYRUVT 100MM 100ML 1EA,00006,00001,CS,EA
MT25005CI,MT25005CIEA,6,L-GLUTMN 200MM  6X100 6/CS,L-GLUTAMN 200MM SLN 100ML 1EA,00006,00001,CS,EA
MT25050CI,MT25050CIEA,6,TRYPSN . 1X6X100ML 6/CS,TRYPSIN . 100ML 1EA,00006,00001,CS,EA
MT25055CV,MT25055CVEA,6,USP STERILE WATER 6X500 6/CS,DISTILLED DI WATER 500ML 1EA,00006,00001,CS,EA
MT25056CI,MT25056CIEA,6,CELL STRIPPER 100ML 6/CS,CELL STRIPPER 100ML 1EA,00006,00001,CS,EA
0974025D,0974025DEA,24,FILTER UN RECEOVR 150ML 24/CS,FILTER UN RECOVR 150ML 1EA,00024,00001,CS,EA
0974025F,0974025FEA,12,FILTER UN RECEIV 1000ML 12/CS,FILTER UN RECEIV 1000ML 1EA,00012,00001,CS,EA
MT10010CM,MT10010CMEA,6,EMEM W/ GLUTAMINE 6X1L 6/CS,EMEM W/GLUTAMINE 1L 1EA,00006,00001,CS,EA
MT10013CM,MT10013CMEA,6,DMEM W/GLN GLU PYR 1LT 6/CS,DMEM W/GLN GLU PYR 1LT 1EA,00006,00001,CS,EA
MT10017CM,MT10017CMEA,6,DMEMW/GLN HIG W/OPYR 6X1L 6/CS,DMEMW/GLN HIG W/OPYR 1L 1EA,00006,00001,CS,EA
MT10040CM,MT10040CMEA,6,RPMI 1640 W/GLN 6X1L 6/CS,RPMI 1640 W/GLN 1L 1EA,00006,00001,CS,EA
MT10050CV,MT10050CVEA,6,MCCOYS 5A W/GLN 6X500ML 6/CS,MCCOY S 5A W/GLN 500ML 1EA,00006,00001,CS,EA
191305944,191305944EA,6,6300 TREX MEDIUM 6/CS,6300 TREX MEDIUM EACH,00006,00001,CS,EA
191305945,191305945EA,6,6300 TREX LARGE 6/CS,6300 TREX LARGE EACH,00006,00001,CS,EA
191305946,191305946EA,6,6300 XL 6/CS,6300 TREX X-LARGE EACH,00006,00001,CS,EA
14223707,14223707PK,24,TIP 300UL HAMILTON BLK 2304/CS,TIP 300UL HAMILTON BLK 96/PK,02304,00096,CS,PK
PI90057,PI90057EA,5,TRYPSIN PROTEASE MS 5X20UG 5PK,TRYPSIN PROTEASE MS 1 X 20UG,00005,00001,PK,EA
PI90058,PI90058EA,5,TRYPSIN PROTEASE MS 5 X 100UG,TRYPSIN PROTEASE MS 1 X 100UG,00005,00001,PK,EA
0255520A,0255520AEA,12,BEAKER HEVI DUTY 250ML 12/PK,BEAKER HEVI DUTY 250ML 1/EA,00012,00001,PK,EA
055556,055556PK,10,FUNNEL 60MM,FUNNEL 60MM DISP PP 10/PK,00100,00010,CS,PK
08732120,08732120PK,5,DISPOSABLE BEAKER 20ML 500/PK,DISPOSABLE BEAKER 20ML 100/PK,00500,00100,PK,PK
02991409,02991409EA,84,32OZ NAT SSR PP F217 PE 84CS,32OZ NAT SSR PP F217 PE 1EA,00084,00001,CS,EA
FB0875713,FB0875713PK,20,PETRI DISH 100X15MM SLIP 500CS,PETRI DISH 100X15MM SLIP 25PK,00500,00025,CS,PK
FB0875713A,FB0875713AP,25,PETRI DISH 60X15MM 500/CS,PETRI DISH 60X15MM 20/PK,00500,00020,CS,PK
22273735,22273735EA,12,WSH BTL 16OZ 500ML 12/CS,WSH BTL 16OZ 500ML 1EA,00012,00001,CS,EA
19039548,19039548EA,20,S-403L-20 HOOD MED/LRG 20CS,S-403L-20 HOOD/MED/LRG 1/EA,00020,00001,CS,EA
18998002,18998002EA,10,LOOSE FITNG FCEPIECE LG 10CS,LOOSE FITNG FCEPIECE LG 1/EA,00010,00001,CS,EA
18998003,18998003EA,10,LOOSE FITNG FCEPIECE MD 10/CS,LOOSE FITNG FCEPIECE MD 1/EA,00010,00001,CS,EA
19152507,19152507PR,12,GRN 15ML CHM RES NTR GLV MD DZ,GLV UNS NITR 15ML MD 1PR,00012,00001,DZ,PR
0571994,0571994EA,6,BOTTLE CERT EPA 80OZ 6/CS,BOTTLE EPA 1/EA,00006,00001,CS,EA
07678001,07678001EA,4,ETHANOL 140 PROOF TAX-PAID 4CS,ETHANOL 140 PROOF TAX-PAID1EA,00004,00001,CS,EA
07200706,07200706PK,5,96WL FB CNR NCH PLT LID 100/CS,96WL FB CNR NCH PLT LID 20/PK,00100,00020,CS,PK
199201769,199201769PR,12,GLV VANTAGE 70-761 SZ 06 DZ,GLV VANTAGE 70-761 SZ 06 PR,00012,00001,DZ,PR
199201770,199201770PR,72,GLV VANTAGE 70-761 SZ 07 72/CS,GLV VANTAGE 70-761 SZ 07 PR,00072,00001,CS,PR
199201771,199201771PR,72,GLV VANTAGE 70-761 SZ 08 72/CS,GLV VANTAGE 70-761 SZ 08 PR,00072,00001,CS,PR
199201772,199201772PR,72,GLV VANTAGE 70-761 SZ 09 72/CS,GLV VANTAGE 70-761 SZ 09 PR,00072,00001,CS,PR
19037876,19037876PK,48,PROSAT 9X11 70 ETOH STR 1440CS,PROSAT 9X11 70 ETOH STR 30/PK,01440,00030,CS,PK
05721118,05721118EA,6,4L HDPE BLEACH JUG 6/CS,4L HDPE BLEACH JUG 1/EA,00006,00001,CS,EA
12553458,12553458PK,10,COVER GLASS NO. 2 1000/CS,COVER GLASS NO. 2 100/PK,01000,00100,CS,PK
MT46000CI,MT46000CIEA,6,MOL GRADE WATER 100ML 6CS,MOL GRADE WATER 100ML 1EA,00006,00001,CS,EA
08732115,08732115PK,2,WEIGH DISH PS LARGE 500/CS,WEIGH DISH PS LARGE 250/PK,00500,00250,CS,PK
02991585,02991585EA,6,2000CC NAT WM RD PP F217 PE 6C,2000CC NAT WM RD PP F217 PE1EA,00006,00001,CS,EA
19085465,19085465PR,72,GLV TRIONIC TRPL SZ6 12PR/DZ,GLV TRIONIC TRPL SZ6 1 PR,00072,00001,CS,PR
0435541,0435541EA,4,CIDEHOL 60 IPA 1GAL 4/CS,CIDEHOL 60 IPA 1GAL 1/EA,00004,00001,CS,EA
19166872,19166872EA,4,MAT25X45 CLR/GRAY60LAYER 4/CS,MAT25X45 CLR/GRAY60LAYER 1/EA,00004,00001,CS,EA
08774320,08774320PK,10,BCT PDL 384W WHT/OPQ PLT 50/CS,BCT PDL 384W WHT/OPQ PLT 5/PK,00050,00005,CS,PK
19154639,19154639EA,6,CHILL ITS 6602 TOWEL 6/CS,CHILL ITS 6602 TOWEL 1 EACH,00006,00001,CS,EA
19152007,19152007PR,12,11-511 CR GLV RED SZ 7 DZ,GLV HYFLEX SZ 7 1/PR,00012,00001,DZ,PR
18345,18345EA,10,TEXNOTES 3INX 4IN 10PADSPK,TEXNOTES 3IN X 4IN PAD,00010,00001,PK,EA
08757168,08757168PK,20,DISH 60X15MM W/2MM GRD 500/CS,DISH 60X15MM W/2MM GRD 25/PK,00500,00025,CS,PK
13683708,13683708PK,4,CBT ADVANCED 50ML STNDRD 100CS,CBT. ADVNCD 50ML STANDRD 25/PK,00100,00025,CS,PK
18999474,18999474PK,48,PROSAT 9X11 70 IPA STR 1440CS,PROSAT 9X11 70 IPA STR 30/PK,01440,00030,CS,PK
SH30243FS,SH30243FSEA,6,DMEM/HI W NA PYRUV 500ML 6PK,DMEM/HI NA PYRUV 500ML 1/EA,00006,00001,PK,EA
19043749,19043749EA,4,PURELL HS GEL TFX REFILL 4/CS,PRLLINSTNT HNDSNTZR 1200ML 1EA,00004,00001,CS,EA
1139226B,1139226BPR,72,GLV TRIONIC CR SZ 8 12PR,GLV TRIONIC CR SZ 8 1 PR,00072,00001,CS,PR
1139226C,1139226CPR,72,GLV TRIONIC CR SZ 9 72PR,GLV TRIONIC CR SZ 9 1 PR,00072,00001,CS,PR
1139226D,1139226DPR,72,GLV TRIONIC CR SZ 10 12PR,GLV TRIONIC CR SZ 10 1 PR,00072,00001,CS,PR
1139226E,1139226EPR,72,GLV TRIONIC CR SZ 11 12PR,GLV TRIONIC CR SZ 11 1 PR,00072,00001,CS,PR
19125906,19125906PK,10,CE 22NOWH LATEX8.5X11 10PK/CS,19125911PKLATEX8.5X11 1 PK,00010,00001,CS,PK
19125911,19125911PK,10,CE 22NOBLU LATEX8.5X11 10PKCS,CE 22NOBLU LATEX8.5X11 1 PK,00010,00001,CS,PK
191502000,191502000EA,12,SPEC MAG PLAT FR CL LNS 12CS,SPEC MAG PLAT FR CL LNS 1 EA,00012,00001,CS,EA
19306101,19306101EA,10,1200 GRT SIC SCRBPAD 3X4 10/PK,1200 GRIT SIC SCRUBPAD 3X4 1EA,00010,00001,PK,EA
FB0875712,FB0875712PK,20,PETRI DISH 100X15MM STACK 500,PETRIDISH 100X15MM STACK 25/PK,00500,00025,CS,PK
0340911B,0340911BEA,6,WASH BTL RTK ETHANL 500ML 6/PK,WASH BTL RTK ETHANL 500ML 1/EA,00006,00001,PK,EA
0340911C,0340911CEA,6,WSHBTL RTK METHANL 500ML 6/PK,WSHBTL RTK METHANL 500ML 1/EA,00006,00001,PK,EA
1798143B,1798143BPK,10,CAPS BOUFFANT KLNGD L 1000/CS,CAPS BOUFFANT KLNGD L 100/PK,01000,00100,CS,PK
05888103,05888103EA,12,FILTER ADAPTER SIZE 4 12/PK,FILTER ADAPTER SIZE 4 1/EA,00012,00001,PK,EA
10347C,10347CEA,12,FUNNEL 35MM 12/PK,FUNNEL 35MM 1/EA,00012,00001,PK,EA
105006,105006EA,12,HD UTILITY FUNNEL 80-89 12/PK,HD UTILITY FUNNEL 80-89 1/EA,00012,00001,PK,EA
1181510A,1181510AEA,12,JAR W/M PP 1OZ/30ML 12/PK,JAR W/M PP 1OZ/30ML 1/EA,00012,00001,PK,EA
1181510B,1181510BEA,12,JAR W/M PP 2OZ/60ML 12/PK,JAR W/M PP 2OZ/60ML 1EA,00012,00001,PK,EA
08732113,08732113PK,2,WEIGH DISH PS MEDIUM 500/CS,WEIGH DISH PS MEDIUM 250/PK,00500,00250,CS,PK
0181456,0181456PK,6,FLASK 175CM PDL FILT 30CS,FLASK 175CM PDL FILT 5/PK,00030,00005,CS,PK
153156A,153156AEA,12,CONNECTOR REDUCING 3-6MM 12/PK,CONNECTOR REDUCING 3-6MM 1EA,00012,00001,PK,EA
08774338,08774338PK,8,BCT COL I T150 VNTCP FLS 40/CS,BCT COL I T150 VNTCP FLS 5/PK,00040,00005,CS,PK
13683707,13683707PK,4,CBT ADVANCED 25ML STNDRD 100CS,CBT. ADVANCD 25ML STNDRD 25/PK,00100,00025,CS,PK
19069586,19069586EA,12,ACTIVARMR 78150 SINGLE SIZE DZ,GLOVE INSULATOR LINER 1EA,00012,00001,DZ,EA
19304809,19304809EA,100,3.5 DISC 2000DIA W/LOOP 100/CS,3.5 DISC 2000DIA W/LOOP 1EA,00100,00001,CS,EA
02912730,02912730PK,10,CRYOELITE 2ML FS PTCH 500/CS,CRYOELITE 2ML FS PTCH 50/PK,00500,00050,CS,PK
13709104,13709104EA,15,CRYO FRZR STRGE BOX-PINK 15/CS,CRYO FRZR STRGE BOX-PINK 1/EA,00015,00001,CS,EA
13709108,13709108EA,15,CRYO FRZR STRGE BOX-BLU 15/CS,CRYO FRZR STRGE BOX-BLU 1/EA,00015,00001,CS,EA
13709110,13709110EA,15,CRYO FRZR STRGE BOX-RED 15/CS,CRYO FRZR STRGE BOX-RED 1/EA,00015,00001,CS,EA
19413275,19413275EA,24,TOWELS KTCHN ROLL 24ROLLS/CS,TOWELS KTCHN ROLL 1/EA,00024,00001,CS,EA
12553461,12553461PK,10,COVER GLASS NO. 1 1000/CS,COVER GLASS NO. 1 100/PK,01000,00100,CS,PK
19062616,19062616PK,10,6 WDNSHFT CTNTP APPL 10000/CS,6 WDNSHFT CTNTP APPL 1000/PK,10000,01000,CS,PK
19062710,19062710PK,10,APPLCTR WOODN3IN CTNTP 10000CS,APPLCTR WOODN3IN CTNTP 1000PK,10000,01000,CS,PK
189994774,189994774PK,10,MSK CR CLS W/KNIT EARLPS 500CS,MSK CR CLS W/KNIT EARLPS 50PK,00500,00050,CS,PK
191306043,191306043PK,10,ZIP LOCK BAG 8X10/1000CS,ZIP LOCK BAG 8X10/100PK,01000,00100,CS,PK
0340912E,0340912EEA,4,WASH BOTTLE PTFE FEP 500ML 4CS,WASH BOTTLE PTFE FEP 500ML 1EA,00004,00001,CS,EA
0435585,0435585EA,12,CIDHL STRL ISPRPL 32OZ 12CS,CIDHL STRL ISPRPL 32OZ 1/EA,00012,00001,CS,EA
191301968,191301968PK,6,WPR REFIL 10.5X12.25IN 6BKTCS,WPR REFIL 10.5X12.25IN 75/PK,00450,00075,CS,PK
02986C,02986CEA,12,BOTTLE DROPPING 125ML 12/CS,BOTTLE DROPPING 125ML 1/EA,00012,00001,CS,EA
085571A,085571AEA,2,CYLIND WH ENAM 10ML 2/PK,CYLIND WH ENAM 10ML 1/EA,00002,00001,PK,EA
1043710C,1043710CEA,2,FUNNEL W/PTFE PLUG 250ML 2/PK,FUNNEL W/PTFE PLUG 250ML 1/EA,00002,00001,PK,EA
19050067C,19050067CPR,12,GLV HFLX FM NT CT NYL 8 12PR,GLV HFLX FM NT CT NYL 8 1/PR,00012,00001,DZ,PR
19050067D,19050067DPR,12,GLV HFLX FM NT CT NYL 9 12PR,GLV HFLX FM NT CT NYL 9 1/PR,00012,00001,DZ,PR
0976141,0976141PK,12,FILTER CA .45 1 LITER 12/CS,FILTER CA .45 1 LITER 1/PK,00012,00001,CS,PK
19066573,19066573EA,20,GEN PURP 10X10IN PILLOW 20/CS,GEN PURP 10X10IN PILLOW 1/EA,00020,00001,CS,EA
19066574,19066574EA,10,GEN PURP 18X18IN PILLOW 10/CS,GEN PURP 18X18IN PILLOW 1/EA,00010,00001,CS,EA
0435554,0435554EA,4,SANIHOL STERL ETOH 1GAL 4CS,SANIHOL STERL ETOH 1GAL 1EA,00004,00001,CS,EA
11391140D,11391140DPR,12,SOLVEX 37185 SIZE 10 0 12/CS,GLV NITRL 18IN SZ 10 1PR,00012,00001,CS,PR
17986282,17986282EA,6,EVA PAPR HEPA FILTER 6/PK,EVA PAPR HEPA FILTER EA,00006,00001,PK,EA
19021891,19021891EA,4,BASE NEUTRALIZER GAL 4/CS,BASE NEUTRALIZER GAL 1EA,00004,00001,CS,EA
19047255,19047255EA,20,SCOTCH-BRITE 7447 20/PK,SCOTCH-BRITE 7447 1EA,00020,00001,PK,EA
19057450B,19057450BEA,12,HZDGD2 TPESM W/A HD BT XL 12CS,HZDGD2 TPESM W/A HD BT XL 1EA,00012,00001,CS,EA
19057450C,19057450CEA,12,HZDGD2 TPESM W/A HD BT 2X 12CS,HZDGD2 TPESM W/A HD BT 2X 1EA,00012,00001,CS,EA
087723A,087723APK,6,BULK PKGD PLATE 12 WELL 36/CS,BULK PKGD PLATE 12 WELL 6/PK,00036,00006,CS,PK
0353046,0353046EA,2,ULT INSUL CONTAIN 1IN 2PK,ULT INSUL CONTAIN 1IN 1/EA,00002,00001,PK,EA
14955117A,14955117AEA,100,CONTNR MULTIPRP 16OZ TR C/CS,CONTNR MULTIPRP 16OZ TR 1/EA,00100,00001,CS,EA
14955118A,14955118AEA,100,32OZ TRANS CONT. W/LID 100/CS,32OZ TRANS CONT. W/LID 1/EA,00100,00001,CS,EA
14955121A,14955121AEA,10,CONTNR MULTIPRP 172OZ TR 10/CS,CONTNR MULTIPRP 172OZ TR 1/EA,00010,00001,CS,EA
BD353377,BD353377PK,4,TC 96W WHT/CLR PLTE 32CS,TC 96W WHT/CLR PLTE 8PK,00032,00008,CS,PK
12565368,12565368PK,12,PLATE PP U96WELL NAT NS 120/CS,PLATE PP U96WELL NAT NS 10/PK,00120,00010,CS,PK
12565369,12565369PK,12,PLATE PP U96WELL NAT ST 120/CS,PLATE PP U96WELL NAT ST 10/PK,00120,00010,CS,PK
12565395,12565395PK,10,PLATE 1.3ML DEEPWELL PPST50/CS,PLATE 1.3ML DEEPWELL PPST 5/PK,00050,00005,CS,PK
12565606,12565606PK,12,PLATE U96DPWLL PP 2ML NS 60/CS,PLATE U96DPWLL PP 2ML NS 5/PK,00060,00005,CS,PK
0435530,0435530EA,2,CONTRAD NF N/FOAM DETR 10L 2CS,CONTRAD NF N/FOAM DETR 10L 1EA,00002,00001,CS,EA
08772225,08772225PK,4,PLT 96W BLK/CLR IMG TC 32/CS,PLT 96W BLK/CLR IMG TC 8/PK,00032,00008,CS,PK
0181459,0181459PK,6,FLASK 175CM COLLAGEN FLT 30CS,FLASK 175CM COLLAGEN FLT 5/PK,00030,00005,CS,PK
19014890,19014890EA,20,SCOTT PERFED ROLLTWLS 20/CS,SCOTT PERFED ROLLTWLS 1/EA,00020,00001,CS,EA
F148014G,F148014GEA,10,CP250 10 TIPACKS 96 960PK,CP250 10 TIPACKS 96 1/EA,00960,96,PK,EA
0136118D,0136118DEA,50,SHIRT TY SNP FRONT XL 50/CS,SHIRT TY SNP FRONT XL 1/EA,00050,00001,CS,EA
F148012G,F148012GEA,10,CP25 10 TIPACKS 96 960PK,CP25 10 TIPACKS 96 1/EA,960,96,PK,EA
19042277,19042277EA,50,SHIRT SNAP FRNT 3X 50/CS,SHIRT SNAP FRNT 3X 1/EA,00050,00001,CS,EA
1367521,1367521PK,20,PIPET SEROL 5 X 1/10ML 500/CS,PIPET SEROL 5 X 1/10ML 25/PK,00500,00025,CS,PK
0877126,0877126PK,10,FT BTM OPAQUE 96 WELL 50/CS,FT BTM OPAQUE 96 WELL 5/PK,00050,00005,CS,PK
09761108,09761108EA,12,FLT PES 1 L/1 L .22UM 12/CS,FLT PES 1 L/1 L .22UM 1/EA,00012,00001,CS,EA
502002023,502002023EA,12,BOWL CLEANER INSTITUT 12CS,BOWL CLEANER INSTITUT 1/EA,00012,00001,CS,EA
1138753,1138753PR,12,GLV CTN W/DOTS 2SD LRG 12PR,GLV CTN W/DOTS 2SD LRG 1PR,00012,00001,DZ,PR
19019865,19019865PR,12,GLV NITRL PLMCTD KW LG 12PR,GLV NITRL PLMCTD KW LG 1PR,00012,00001,DZ,PR
