Parent,Child,Conversion,Child Description,Parent Description,Child QSU,Parent QSU,Child SU,Parent SU
19149857D,19149857DPK,10,VLV CRIT STER NITSZ8 20PR/PK,GLV CRIT STER NITSZ8 200PR/CS,00100,00200,PK,CS
19149857E,19149857EPK,10,GLV CRIT STER NITSZ8.5 20PRPK,GLV CRIT STER NITSZ8.5 200PRCS,00100,00200,PK,CS
19149857G,19149857GPK,10,GLV CRIT STER NITSZ10 20PR/PK,GLV CRIT STER NITSZ10 200PR/CS,00100,00200,PK,CS
1367510EE,1367510EEPK,10,PIP SERO DISP 201 25ML 20/PK,PIP SERO DISP 201 25ML 200/CS,00100,00200,PK,CS
08772E,08772EPK,10,DISH TISSUE/C 100X20MM 20/PK,DISH TISSUE/C 100X20MM 200/CS,00001,00200,EA,CS
21385104,21385104PK,10,REAGENT RES BULK 50ML 200CS,REAGENT RES BULK 50ML 200/CS,00001,00200,EA,CS
1012628,1012628PK,10,FLSK 25CM W/MEMBRN CAP 20/PK,FLSK 25CM W/MEMBRN CAP 200/CS,00001,00200,EA,CS
19120884,19120884PK,10,GLVSFSKN STR CE LTX8.5 20PRPK,GLVSFSKN STR CE LTX8.5 200PRCS,00012,00200,PK,CS
19120885,19120885PK,10,GLVSFSKN STR CE LTX9.0 20PRPK,GLVSFSKN STR CE LTX9.0 200PRCS,00200,00200,PK,CS
19120881,19120881PK,10,GLVSFSKN STR CE LTX7.0 20PRPK,GLVSFSKN STR CE LTX7.0 200PRCS,00001,00200,PR,CS
19120880,19120880PK,10,GLVSFSKN STR CE LTX6.5 20PRPK,GLVSFSKN STR CE LTX6.5 200PRCS,00001,00200,EA,CS
02707410,02707410EA,10,300UL TIP STER RACK 96EA,300UL TIP STER RACK 960/PK,1,960,EA,PK
191202946B,191202946BP,10,GLV CP100 LATEX MD 100/PK,GLV CP100 LATEX MD 1000CS,00001,01000,EA,CS
19722003,19722003PK,10,BOUFFANT BLU 24 100/PK,BOUFFANT BLU 24 1000CS,00001,01000,EA,CS
18315C,18315CPK,10,TECHNICLOTH 9INX9IN 300/PK,TECHNICLOTH 9INX9IN 3000/CS.,00001,03000,EA,CS
0540348,0540348EA,10,EPTPS RLDS 0.5-20ULLPCR EA96,EPTPS RLDS 0.5-20ULLPCR 960CS,00001,960,EA,CS
14222273,14222273PK,10,TBE PCR .2ML DOMECAP CLR 1/PK,TBE PCR .2ML DOMECAP CLR 10KCS,00050,10000,PK,CS
19062710,19062710PK,10,APPLCTR WOODN3IN CTNTP 1000PK,APPLCTR WOODN3IN CTNTP 10000CS,00050,10000,PK,CS
17108760,17108760PK,10,93256 MGATXT SZ6.5-7 100PK,93256 MGATXT SZ6.5-7 1000/CS,00001,01000,EA,CS
19052781,19052781PK,10,GLOVE CL100 SM WHT 100PK,12  WHITE CLASS 100 SZ SMALL,00001,01000,EA,CS
13611125,13611125PK,10,PIPTTIP1ML NAT GRD FIL ST100PK,PIPET TIP 1ML NAT GRAD FIL ST,00050,01000,PK,PK
17900910,17900910PK,10,GLVS NTL 12 CL BL PF XL PK/100,GLVS NTL12 CL BL PF XL CS/1000,00001,01000,EA,CS
1495782A,1495782APK,10,CAP SCREW RUB LNR 13-415 100PK,CAP SCREW RUB LNR 13-415 M/CS,00001,01000,EA,CS
0553851,0553851PK,10,15MLTUBE PET PLG ST GRD 50/PK,15MLTBE PET/PLG/ST/GRD RK500CS,00001,00500,EA,CS
13681509,13681509PK,10,PIPET BASINS 25ML BULK ST 10PK,REAGENT RESERVOIR 25ML ST BULK,00100,00100,PK,CS
50202012,50202012PK,10,50ML BIORXNCENTRIFUGETUBE10PK,50ML BIORXN CENTRIFUGE TUBE,00210,00100,PK,CS
502083987,502083987PK,10,CLAMP SANITARY FITTING MX 10PK,CLAMP SANTRY FITTING MX 100/CS,00050,00100,PK,CS
502083986,502083986PK,10,CLAMP SANITRY FITTING MN 10PK,CLAMP SANITRY FITTING MN CS100,00150,00100,PK,CS
22145101,22145101PK,10,RGNT RESERVOIR NS 25ML 10/PK,RGNT RESERVOIR NS 25ML 100/CS,00300,00100,PK,CS
22145102,22145102PK,10,RGNT RES DIVD NS 25ML 10PK,RGNT RES DIVD NS 25ML 100/CS,00010,00100,PK,CS
08757148,08757148PK,10,PETRI DISH 150X15MM 10/PK,PETRI DISH 150X15MM 100/CS,00010,00100,PK,CS
018161E,018161EPK,10,BAG ZIPSL PE 2MIL 9X12IN 100PK,BAG ZIPSEAL PE 2MIL 9X12IN MCS,24,01000,PK,CS
2138127G,2138127GPK,10,REAG RESERVOIRS 50ML 10/PK,REAG RESERVOIRS 50ML 100/CS,00025,00100,PK,CS
14387069,14387069PK,10,MATRIX RESERVOIR 25ML 10/PK,MATRIX RESERVOIR 25ML 100/CS,00100,00100,PK,CS
055556,055556PK,10,FUNNEL 60MM DISP PP 10/PK,FUNNEL 60MM,00005,00100,PK,CS
1531530G,1531530GPK,10,CONNECTOR TUBE Y 16MM 10/PK,CONNECTOR TUBE Y 16MM 100/CS,00001,00100,EA,CS
07000140,07000140PK,10,96W PLT PS VB CLR CB 10/PK,96W PLT PS VB CLR CB 100/CS,00001,00100,EA,CS
14387067,14387067PK,10,MATRIX RESERVOIR 100ML 10PK,MATRIX RESERVOIR 100ML 100/CS,00001,00100,EA,CS
05413940,05413940EA,10,EPDUALFILTR.1-10UL M PCRST96EA,EPDUALFILTER.1-10UL M PCRST960,00001,960,EA,CS
12111006,12111006EA,10,10UL UTIP LOW RET ST 96EA,10UL UTIP LOW RET ST 960PK,00001,960,EA,PK
02707402,02707402EA,10,1250UL TIP RACK STER 96EA,1250UL TIP RACK STER 960/PK,00001,960,EA,PK
14222784,14222784PK,10,TIP FILTR .5-10UL LR PK 96/PK,TIP FILTR .5-10UL LR RK 960PK,00025,00960,PK,PK
02707502,02707502PK,10,200U YLW BEVTIP RCK STR 96/PK,200U YLW BEVTIP RCK STR 960/PK,00030,00960,PK,PK
E951033308,E951033308P,10,DWP96/1000 PROT LOB WHITE 8PK,DWP96/1000 PROT LOB WHITE PK80,192,00080,EA,PK
18315D,18315DPK,10,TECHNICLOTH 12INX12IN 150PK,TECHNICLOTH 12INX12IN 1500/CS,00001,01500,EA,CS
19047736,19047736PK,10,G3 STRL GLV SZ8.5 1/PK,G3 STRL GLV SZ8.5 300PR/CS,00050,00300,PK,CS
19170053,19170053PK,10,NITRILE BLU CE PF 12 MD 100PK,NITRILE BLU CE PF 12 MD 100/PK,00125,01000,PK,CS
22306360,22306360PK,10,BAGZIP SEAL 2MIL 6X6 100/PK,BAG ZIP SEAL 2MIL 6X6 M/CS,00001,01000,EA,CS
22306366,22306366PK,10,BGZIP SEAL 2MIL 10X12 100/PK,BAG ZIP SEAL 2MIL 10X12 M/CS,00003,01000,PK,CS
05539103,05539103PK,10,VENTFLSK150CM CLL BND LEAD 5PK,VENTFLSK150CM CLLBND LEAD 50CS,00001,00050,EA,CS
02540250,02540250PK,10,BIOTAINER PC 125ML ST LP 5PK,BIOTAINER PC 125ML ST LP 50/CS,00001,00050,EA,CS
12566611,12566611EA,10,WELL PLATE 96 1ML EA,WELL PLATE 96 1ML CS50,00001,50,EA,CS
0877269,0877269PK,10,BCT COL I 6-WELL PLATES 5PK,BCT COL I 6-WELL PLATES 50/CS,00001,00050,EA,CS
0877270,0877270PK,10,BCT COL I 12-WELL PLATES 5PK,BCT COL I 12-WELL PLATES 50/CS,00001,00050,EA,CS
08757214,08757214PK,10,MULTIPLE WELL PLATE TC 5/PK,MULTIPLE WELL PLATE TC 50/CS,00001,00050,EA,CS
08757503,08757503PK,10,FLASK 175CM NON TREATED 5/PK,FLASK 175CM NON TREATED 50CS,00001,00050,EA,CS
087723B,087723BPK,10,BULK PKG PLTE 96WL W/LID 5/PK,BULK PKG PLTE 96WL W/LID 50/CS,00001,00050,EA,CS
P9635FIS,P9635FISPK,10,PLATE 96X2.0 ML/SQR WELL 5/PK,PLATE 96X2.0 ML/SQR WELL 50/PK,00001,00050,EA,PK
1012633,1012633PK,10,FLASK 150CM2 W/PHEN CAP 5/PK,FLASK 150CM2 W/PHEN CAP 50/CS,00001,00050,EA,CS
08774298,08774298PK,10,BIOCT WH OPQE 96W PLT PDL 5PK,BIOCOAT PDL WH OPQE 96WL 50/CS,00001,00050,EA,CS
08774271,08774271PK,10,BIOCOAT PDL 24WELL PLATE 5/PK,BIOCOAT PDL 24WELL PLATE 50/CS,00001,00050,EA,CS
08774272,08774272PK,10,BIOCOAT PDL 96WELL PLATE 5/PK,BIOCOAT PDL 96WELL PLATE 50/CS,00001,00050,EA,CS
08774270,08774270PK,10,BIOCOAT PDL 12WELL PLATE 5/PK,BIOCOAT PDL 12WELL PLATE 50/CS,00001,00050,EA,CS
08774320,08774320PK,10,BCT PDL 384W WHT/OPQ PLT 5/PK,BCT PDL 384W WHT/OPQ PLT 50/CS,00001,00050,EA,CS
12565395,12565395PK,10,PLATE 1.3ML DEEPWELL PPST 5/PK,PLATE 1.3ML DEEPWELL PPST50/CS,00001,00050,EA,CS
08774256,08774256PK,10,BIOCOAT 96WEL PLT BLK CLR 5/PK,BIOCOAT 96WEL PLT BLK CLR 50CS,00001,00050,PR,CS
0877272,0877272PK,10,BCT COL I 96-WELL PLATES 5PK,BCT COL I 96-WELL PLATES 50/CS,00001,00050,EA,CS
1012634,1012634PK,10,FLSK 150CM W/MEMBRN CAP 5/PK,FLSK 150CM W/MEMBRN CAP 50/CS,00001,00050,EA,CS
0877126,0877126PK,10,FT BTM OPAQUE 96 WELL 5/PK,FT BTM OPAQUE 96 WELL 50/CS,00001,00050,EA,CS
1012661,1012661PK,10,FLASK W/VENT CAP 175CM 5/PK,FLASK W/VENT CAP 175CM 50/CS,00001,00050,EA,CS
0877271,0877271PK,10,BCT COL I PLATE 24 WELL 5PK,BCT COL I PLATE 24 WELL 50/CS,00001,00050,EA,CS
12111362,12111362EA,10,200ULXTIP4FILTEREDLTSSTYL96/PK,200UL XTIP4 FILTERED LTS STYL,00001,960,EA,PK
21402903,21402903PK,10,HLT 1.5ML TUB GRD STCLR 50PK,HLT 1.5ML TUB GRD STCLR 500/PK,00001,00500,EA,PK
17441023,17441023PK,10,TF-050-095-RB 100/CS-M,TF-050-095-RB 1000/CS-M,00096,01000,PK,CS
17441024,17441024PK,10,TF-050-095-RB 100/CS-L,TF-050-095-RB 1000/CS-L,00096,01000,PK,CS
12553461,12553461PK,10,COVER GLASS NO. 1 100/PK,COVER GLASS NO. 1 1000/CS,00100,01000,PK,CS
17441209,17441209PK,10,PF-95OR NTR EXM GLV SM 100PK,PF-95OR NTR EXM GLV SM 1000/CS,00020,01000,PK,CS
19059326E,19059326EPK,10,GLV NXT NITRL 12IN XL 100/PK,G3 CE NXT NIT GLV XL 1000/CS,00001,01000,EA,CS
14222692,14222692PK,10,TIP 1000UL BLE RCK STER 100/PK,TIP 1000UL BLE RCK STER 1000PK,00001,01000,EA,PK
17000237,17000237PK,10,G10 2PRO NTL GLV XL 90PK,G10 2PRO NTL GLV XL 900/CS,00001,00900,EA,CS
0334489,0334489PK,10,VIAL EZ 1.8SNP RNG AMB 100/PK,VIAL EZ 1.8SNP RNG AMB 1000/CS,00100,01000,PK,CS
02993217,02993217PK,10,57MM ALM WEIGH DISH 100PK,57MM ALM WEIGH DISH 1000CS,00001,01000,EA,CS
0976171,0976171PK,10,RD BTM CRYOVIAL SS 2ML 50/PK,RD BTM CRYOVIAL SS 2ML 500/CS,00001,00500,EA,CS
05713170,05713170EA,10,25MM GD/X.7 GF 150/PK,25MM GD/X.7 GF 1500PK,00010,01500,PK,PK
19047735,19047735PK,10,G3 STRL GLV SZ8 1/PK,G3 STRL GLV SZ8 300PR/CS,00025,00300,PK,CS
22294325,22294325PK,10,VIAL E-Z AUTO SNP RNG 100/PK,VIAL E-Z AUTO SNP RNG 1000/CS,00001,01000,EA,CS
07200961,07200961PK,10,1D/2D VIAL2.0ML WCAP EXT BL5PK,1D/2D VIAL 2.0ML W/CAP EXT BL,00001,00500,EA,CS
19047738,19047738PK,10,G3 STRL GLV SZ10 30PR/PK,G3 STRL GLV SZ10 300PR/CS,00001,00300,EA,CS
02681374,02681374PK,10,2.0ML GRD FRSTD STRL W/CP 50PK,2.0MLGRD FRSTD STRLW/CP 500/PK,00001,00500,EA,PK
19062616,19062616PK,10,6 WDNSHFT CTNTP APPL 1000/PK,6 WDNSHFT CTNTP APPL 10000/CS,00001,10000,PR,CS
19149857F,19149857FPK,10,GLV CRIT STER NITSZ9 20PR/PK,GLV CRIT STER NITSZ9 200PR/CS,00250,00200,PK,CS
0553859B,0553859BPK,10,TB 15ML CLR PP FLT BULK 50/PK,TB 15ML CLR PP FLT BULK 500/CS,00001,00500,EA,CS
12553465,12553465PK,10,COVER GLASS NO. 1 100PK,COVER GLASS NO. 1 1000/CS,00001,01000,EA,CS
17441032,17441032PK,10,PF-065-095-NRG/ECO/L 50PKT,PF-065-095-NRG/ECO/BAL-GR/WT,00100,00500,PK,CS
212361,212361EA,10,TIP ART 200UL STL WTRY 96EA,TIP ART 200UL STL WTRY 960/PK,00025,960,PK,PK
02707439,02707439EA,10,10UL TIP STER FLTR 96/EA,10UL TIP STER FLTR 960/PK,00001,960,EA,PK
101261C,101261CPK,10,TISSUE CULT FLASK 50ML 20/PK,TISSUE CULT FLASK 50ML 200/CS,00001,00200,EA,CS
1523579,1523579PK,10,WYPALL TERITWLS POPUP 118/PK,WYPALL TERITWLS POPUP 1180/CS,00250,01180,PK,CS
19170052,19170052PK,10,NITRILE BLU CE PF 12 SM 100PK,NITRILE BLU CE PF 12 SM 100/PK,00010,01000,PK,CS
17900909,17900909PK,10,GLVS NTL12 CL BL PF LG PK/100,GLVS NTL12 CL BL PF LG CS/1000,00001,01000,EA,CS
0645186,0645186PK,10,SEAL 20MM ALUM TEAR 100/PK,SEAL 20MM ALUM TEAR 1000/CS,00004,01000,PK,CS
06447H,06447HPK,10,STOPPER 3/PRONG 20MM 100/PK,STOPPER 3/PRONG 20MM 1000/CS,00001,01000,EA,CS
12553467,12553467PK,10,COVERGLASS NO 1 1/2 100/PK,COVERGLASS NO 1 1/2 1000/CS,00001,01000,EA,CS
1798143B,1798143BPK,10,CAPS BOUFFANT KLNGD L 100/PK,CAPS BOUFFANT KLNGD L 1000/CS,00001,01000,EA,CS
03340322,03340322PK,10,ALUM SEAL TEAROFF20MM RD100/PK,ALUM SEAL TEAROFF 20MM RD M/CS,00001,01000,EA,CS
19168875,19168875PK,10,ZP BAG 12X15 2MIL W/HH 100/PK,ZP BAG 12X15 2MIL W/HH 1000/CS,00001,01000,EA,CS
1367547,1367547PK,10,PIPET SER 1X100 2ML 100/PKS,PIPET SER 1X100 2ML 1000/CS,00001,01000,EA,CS
02681177,02681177PK,10,TIP 200-1300UL NAT BLV 100/PK,TIP 200-1300UL NAT M PK,00300,01000,PK,PK
1367517,1367517PK,10,PIPET 2X1/100 IND WRAP 100/PK,PIPET 2X1/100 IND WRAP 1000/CS,00001,01000,EA,CS
191301511,191301511PK,10,ALPHA PROTEC BEARD COVER 100PK,GENPRO BEARD COVER WHT 1000/CS,00001,01000,EA,CS
191306043,191306043PK,10,ZIP LOCK BAG 8X10/100PK,ZIP LOCK BAG 8X10/1000CS,00001,01000,EA,CS
07200293,07200293PK,10,TIP PIPET 1-200UL NAT 1000/PK,TIP PIPET 1-200UL NAT 10000/CS,00001,10000,PR,CS
19048650I,19048650IPK,10,GLV VERSTCH PR KMIL LG 100PK,GLV VERSTCH PR KMIL LG 1000/CS,00001,01000,EA,CS
1798143A,1798143APK,10,CAPS BOUF KLNGD M 21 IN 100/PK,CAPS BOUFFANT KLNGD M 1000/CS,00001,01000,EA,CS
14559512,14559512PK,10,BIOHITFLTRTIPSTR50-1200UL 96PK,BIOHITFLTRTIPSTR50-1200ULPK960,192,00960,EA,PK
13700500,13700500PK,10,CRYOVIAL 2.0ML COLOR CAP 50/PK,CRYOVIAL 2.0ML COLOR CAP 500CS,00001,00500,EA,CS
13700435,13700435PK,10,CELLBIND 48 WELL PLATE 5/PK,CELLBIND 48 WELL PLATE 50/CS,00001,00050,EA,CS
0640615,0640615PK,10,ALUMSEAL TEAR-OFF 20MM 100/PK,ALUMSEAL TEAR-OFF 20MM M/CS,00001,01000,EA,CS
17441022,17441322PK,10,TF-050-095-RB 100PK-S,TF-050-095-RB 1000/CS-S,00001,01000,EA,CS
17441023,17441323PK,10,TF-050-095-RB 100PK-MM,TF-050-095-RB 1000/CS-M,00050,01000,PK,CS
19059326D,19059326DPK,10,GLV NXT NITRL 12IN LG 100PK,G3 CE NXT NIT GLV LG 1000/CS,00050,01000,PK,CS
2790094,2790094EA,10,WIPES MED POPUP WH 90/EA,WIPESMEDDTYPOPUPDRCWH,00001,00010,EA,CS
19036600,19036600EA,10,60 DUSTERRAINCOAT0.35MM 2XL EA,60 DUSTER RAINCOAT 0.35 MM 2XL,00012,00010,PK,CS
18008120,18008120EA,10,FB AUTOCLAVABLE CUTTER 1EA,KUTTER NSF FOOD ZONE CUTTER,00001,00010,EA,PK
07200617,07200617EA,10,CRYGENIC BX 100 COUNT 2ML 1EA,CRYGENIC BX 100 COUNT 2ML 10CS,00001,00010,EA,CS
10977023,10977023EA,10,DISTILLED WATER ULTRAPURE 1EA,DISTILLED WATER ULTRAPURE,00001,00010,EA,CS
13641271,13641271EA,10,PERPHECT BUFFER 7 1/EA,PERPHECT BUFFER 7 10/PK,1,00010,EA,PK
501178729,501178729EA,10,2L PETG SINGLE USE BOTTLE 1EA,2L PETG SINGLE USE BOTTLE 10PK,00001,00010,EA,CS
501178722,501178722EA,10,125ML PETG SINGLE USE BTL 1/EA,125ML PETG SINGLE USE BTL CS10,00025,00010,PK,CS
501178724,501178724EA,10,500ML PETG SINGLE USE BTL 1/EA,500ML PETG SINGLE USE BTL CS10,00001,00010,EA,CS
19139695,19139695EA,10,TEXWRITECLEANROOMNOTEBOOK1EA,NOTEBOOK CLEANRM LAB 8.5 X1,00001,00010,EA,CS
191305042,191305042EA,10,TEXWRITE LG SPIRAL NOTEBK 1EA,TEXWRITE LG SPIRAL NOTEBK 1EA,00500,00010,PK,CS
191305043,191305043EA,10,TEXWRITE MED SPIRAL NOTEBK 1EA,TEXWRITE MED SPIRAL NOTEBOOK,00001,00010,EA,CS
19041162,19041162EA,10,GOGGLE 452 IMPACT/CLR EA,GOGGLE 452 IMPACT/CLR 10/CS,00001,00010,EA,CS
19142679,19142679EA,10,LABMARKER IPA RESISTANT EACH,LABMARKER IPA RESISTANT 10/PK,00001,00010,EA,PK
191301221,191301221EA,10,CLEANRM POLY BAGS 24X18 EA,CLEANRM POLY BAGS 24X18 10/PK,00001,00010,EA,PK
191301222,191301222EA,10,CLEANRM POLY BAGS 36X24 EA,CLEANRM POLY BAGS 36X24 10/PK,00001,00010,EA,PK
191301224,191301224EA,10,CLEANRM POLY BAGS 20X20 EA,CLEANRM POLY BAGS 20X20 10/PK,00001,00010,EA,PK
17444068,17444068PK,10,C/R STATIONARY 8.5X11 WHITE1EA,CLEANROOM STATIONERY 8.5 X11,00001,00010,EA,CS
17444071,17444071PK,10,C/RSTATIONARY 8.5X11 YELLOW1EA,CLEANROOM STATIONERY 8.5 X11,00001,00010,EA,CS
SLFH05010,SLFH05010EA,10,FLT MILLEX 50MM FH PTFE 1/EA,FLT MILLEX 50MM FH PTFE 10/PK,00001,10,EA,PK
50871438,50871438EA,10,COLUMN SILICA GEL 120G 1EA,COLUMN SILICA GEL 120G 10PK,00001,00010,EA,PK
19125891,19125891PK,10,CE 22NOWH 3HOLE 250/PK,CE 22NOWH 3HOLE 10PK/CS,00250,00010,PK,CS
19164104,19164104EA,10,N95 PART RESP 9211 1/EA,N95 PART RESP 9211 10/PK,00001,00010,EA,PK
064147,064147EA,10,BTL SQ MEDA 500 CAP GL45 1/EA,BTL SQ MEDA 500 CAP GL45 10/CS,00024,00010,PK,CS
02542A,02542AEA,10,MDA/STRG BTL GRAD 100 ML 1/EA,MDA/STRG BTL GRAD 100 ML 10/CS,00010,00010,PK,CS
02542B,02542BEA,10,MDA/STRG BTL GRAD 250 ML 1/EA,MDA/STRG BTL GRAD 250 ML 10/CS,00001,00010,EA,CS
12565237,12565237EA,10,PEN CRYO BLACK NON-STR 1/EA,PEN CRYO BLACK NON-STR 10/CS,00025,00010,PK,CS
19221375,19221375EA,10,SPEC CLR TMPL CLR LNS HC 1/EA,SPEC CLR TMPL CLR LNS HC 10/PK,00010,00010,PK,PK
22143875,22143875EA,10,HYDRION STRPS PH 2-10,HYDRION STRPS PH 2-10 10VL/PK,00001,00010,EA,PK
19125849,19125849EA,10,CLNRM NOTEBOOK 8.5X11 1/EA,CLNRM NOTEBOOK 8.5X11 10/CS,00001,00010,EA,CS
14135N,14135NEA,10,RUB STPR 1 HOLE NO9 1EA,RUB STPR 1 HOLE NO9 APPX 10PK,00001,00010,EA,PK
12460460,12460460EA,10,DISP SAFETY SCALPL NO15 1EA,DISP SAFETY SCALPL NO15 10PK,00001,00010,EA,PK
18998002,18998002EA,10,LOOSE FITNG FCEPIECE LG 1/EA,LOOSE FITNG FCEPIECE LG 10CS,00001,00010,EA,CS
18345,18345EA,10,TEXNOTES 3IN X 4IN PAD,TEXNOTES 3INX 4IN 10PADSPK,00001,00010,EA,PK
19125906,19125906PK,10,19125911PKLATEX8.5X11 1 PK,CE 22NOWH LATEX8.5X11 10PK/CS,00001,00010,EA,CS
19125911,19125911PK,10,CE 22NOBLU LATEX8.5X11 1 PK,CE 22NOBLU LATEX8.5X11 10PKCS,00001,00010,EA,CS
FB800250,FB800250EA,10,MEDIA BTL GS GL45 250 ML 1/EA,MEDIA BTL GS GL45 250 ML 10/CS,00001,00010,EA,CS
FB800500,FB800500EA,10,MEDIA BTL GS GL45 500 ML 1/EA,MEDIA BTL GS GL45 500 ML 10/CS,00025,00010,PK,CS
064141A,064141AEA,10,BTL MEDIA PYREX 100ML 1/EA,BTL MEDIA PYREX 100ML 10/CS,00050,00010,PK,CS
064141C,064141CEA,10,BTL MEDIA PYREX 500ML,BTL MEDIA PYREX 500ML 10/CS,00001,00010,EA,CS
07200615,07200615EA,10,CRYOGENIC BOX 81 COUNT 2ML,CRYOGENIC BX 81 COUNT 2ML 10CS,00001,00010,EA,CS
19002713,19002713EA,10,RESP N95 W/VALV PART,RESP N95 W/VALV PART 10/PK,00010,00010,PK,PK
14130N,14130NEA,10,RUBBER STOPPER NO9 APPX,RUBBER STOPPER NO9 APPX 10/PK,00020,00010,PK,PK
064141D,064141DEA,10,BTL MEDIA PYREX 1L,BTL MEDIA PYREX 1L 10/CS,00100,00010,PK,CS
F148012G,F148012GEA,10,CP25 10 TIPACKS 96 1/EA,CP25 10 TIPACKS 96 960PK,00150,960,PK,PK
0976170,0976170PK,10,CONCL BT CRYOVIAL 1.2ML 50/PK,CONCL BT CRYOVIAL 1.2ML 500/CS,00001,00500,PR,CS
087723,087723PK,10,TC PLATE W/LIDS 96 WELL 5/PK,TC PLATE W/LIDS 96-WELL 50/CS,00001,00050,EA,CS
17116017,17116017PR,10,ANIMAL HANDLING GLOVE 1PR,ANIMAL HANDLING GLOVE PR-10,00025,00010,PK,CS
SCGPCAPRE,SCGPCAPREEA,10,S-CAP PLUS BOT TP FLT RS,S-CAP PLUS BOT TP FLT RS 10PK,00100,00010,CS,PK
064141B,064141BEA,10,BTL MEDIA PYREX 250ML,BTL MEDIA PYREX 250ML 10/CS,00040,00010,CS,CS
133796,133796EA,10,MARKING PEN BLUE FINE,MARKING PEN BLUE FINE 10/PK,00005,00010,PK,PK
03052543,03052543EA,10,HYPERSEP SCX SPE 20G 75ML 1EA,HYPERSEP SCX SPE 20G 75ML 10PK,00010,00010,PK,PK
FB800100,FB800100EA,10,MEDIA BTL GS GL45 100 ML 1/EA,MEDIA BTL GS GL45 100 ML 10/CS,00001,00010,EA,CS
19168202,19168202PK,10,WYPALL L30 POP-UP BOX 1/PK,WYPALL L30 POP-UP BOX 10 CS,00001,00010,EA,CS
MT46003CR,MT46003CREA,10,S.O.C. MEDIUM 1/EA,S.O.C. MEDIUM 10/CS,00001,00010,EA,CS
191202282,191202282EA,10,SCRUBPAD 3X4 800 GRIT 1/EA,SCRUBPAD 3X4 800 GRIT 10/PK,00024,00010,PK,PK
10280,10280EA,10,FORCEPS STGT STAINLESS EACH,FORCEPS STGT STAINLESS 10/PK,24,00010,PK,PK
14853164B,14853164BEA,10,3YDRNSTRPS PH1-11 1 VIAL/EACH,HYDRNSTRPS PH1-11 10VIALS/CS,24,00010,PK,CS
SLFG05010,SLFG05010EA,10,UFFLT MLX-FG50 HOSE-HOSE,SYRINGE FILTER HYDROPHOBICPTFE,24,00010,PK,PK
13641270,13641270EA,10,PERPHECT BUFFER 4 1/EA,PERPHECT BUFFER 4 10/PK,24,00010,PK,PK
19066619,19066619EA,10,HAZMAT 18INX18IN PILLOW 1/EA,HAZMAT 18INX18IN PILLOW 10CS,00001,00010,EA,CS
19053169,19053169EA,10,FCSHD WP96CLR9X14.5X.060 1/EA,FCSHD WP96CLR9X14.5X.060 10/CS,00100,00010,PK,CS
19321718,19321718EA,10,HOOD TYCHEMQC NO HEADBND EA,HOOD TYCHEMQC NO HEADBND 10/CS,00008,00010,PK,CS
17444073,17444073PK,10,C/RSTATIONARY8.5X11WH3-HOLE1EA,CLEANROOM STATIONERY 8.5 X11,00025,00010,PK,CS
18998029,18998029EA,10,DOUBLE BIB HOOD NO SUSP 1/EA,DOUBLE BIB HOOD NO SUSP 10CS,00001,00010,EA,CS
FB57879,FB57879EA,10,STP FB TURNOVER 37 RED,STP FB TURNOVER 37 RED 10/PK,00100,00010,PK,PK
19070902,19070902EA,10,CLEAR POLYCARB FACESHIELD 1EA,CLEAR POLYCARB FACESHIELD 10CS,00010,00010,PK,CS
02707438,02707438EA,10,QSP PL SUREONE PIPET TIPS,10UL TIP RACK RELOAD 960/PK,00001,960,EA,PK
05413952,05413952EA,10,EPDUALFLTR2-200UL PCRST 1EA/96,EPDUALFILTER 2-200UL PCRST 960,00001,960,EA,PK
12111008,12111008EA,10,200UL UTIP LOW RET ST 96EA,200UL UTIP LOW RET ST 960PK,00001,960,EA,PK
02682256,02682256EA,10,MBP TIPS,200 LR ART HINGE RACK 960/PK2,00001,960,EA,PK
21402482,21402482EA,10,ART 10RE LR ADV ST CLR 96/EA,ART 10RE LR ADV ST CLR 960/PK,00001,960,EA,PK
02707404,02707404EA,10,MBP TIPS,1000UL FLTR TIP STR 960/PK,00001,960,EA,PK
02707416,02707416EA,10,200UL TIP RACK STER 96/EA,200UL TIP RACK STER 960/PK,00001,960,EA,PK
02707430,02707430EA,10,200UL TIP STER FLTR 96/EA,200UL TIP STER FLTR 960/PK,00005,960,PK,PK
21402561,21402561EA,10,ART SOFTFITL 200 CLR ST 96/EA,ART SOFTFITL 200 CLR ST 960/PK,00020,960,PK,PK
02707402,02707402PK,10,1250UL TIP RACK STER 96/PK,1250UL TIP RACK STER 960/PK,00010,960,PK,PK
02707437,02707437EA,10,10UL TIP RACK STER 96/EA,10UL TIP RACK STER 960/PK,00001,960,EA,PK
F148014G,F148014GEA,10,CP250 10 TIPACKS 96 1/EA,CP250 10 TIPACKS 96 960PK,00001,00960,EA,PK
0540346,0540346EA,10,EPTPS RLDS 0.1-10UL PCR EA96,EPTPS RLDS 0.1-10UL PCR 960/CS,96,00960,EA,CS
12565493,12565493PK,10,DISH 1 WELL STERILE 10/PK,DISH 1 WELL STERILE 100/CS,96,00100,EA,CS
19170055,19170055PK,10,NITRILE BLU CE PF 12 XL 100PK,NITRILE BLU CE PF 12 XL 100/PK,00020,01000,PK,CS
